customer_id,RFM_Score,offer_id
515,16.0,O0017
515,16.0,O0038
515,16.0,O0237
515,16.0,O0238
515,16.0,O0225
515,16.0,O0135
515,16.0,O0121
515,16.0,O0205
515,16.0,O0206
515,16.0,O0207
515,16.0,O0209
515,16.0,O0149
515,16.0,O0212
515,16.0,O0202
515,16.0,O0148
515,16.0,O0148
515,16.0,O0231
515,16.0,O0010
518,12.0,O0016
518,12.0,O0020
518,12.0,O0221
518,12.0,O0207
518,12.0,O0234
518,12.0,O0211
518,12.0,O0182
518,12.0,O0143
519,14.0,O0130
519,14.0,O0135
519,14.0,O0127
519,14.0,O0122
519,14.0,O0232
519,14.0,O0201
519,14.0,O0193
519,14.0,O0188
519,14.0,O0178
519,14.0,O0176
519,14.0,O0153
519,14.0,O0148
519,14.0,O0231
519,14.0,O0006
520,12.0,O0160
520,12.0,O0163
520,12.0,O0128
520,12.0,O0207
520,12.0,O0197
521,9.0,O0112
521,9.0,O0209
521,9.0,O0218
521,9.0,O0216
522,8.0,O0108
522,8.0,O0151
522,8.0,O0135
524,13.0,O0236
524,13.0,O0132
524,13.0,O0136
524,13.0,O0147
524,13.0,O0135
524,13.0,O0149
524,13.0,O0223
524,13.0,O0180
524,13.0,O0230
524,13.0,O0086
524,13.0,O0004
525,12.0,O0088
525,12.0,O0204
525,12.0,O0046
525,12.0,O0215
525,12.0,O0169
526,12.0,O0080
526,12.0,O0032
526,12.0,O0238
526,12.0,O0204
526,12.0,O0122
526,12.0,O0049
526,12.0,O0234
526,12.0,O0185
526,12.0,O0175
527,7.0,O0074
527,7.0,O0234
527,7.0,O0087
528,14.0,O0080
528,14.0,O0129
528,14.0,O0225
528,14.0,O0227
528,14.0,O0121
528,14.0,O0216
528,14.0,O0215
528,14.0,O0183
528,14.0,O0175
528,14.0,O0141
528,14.0,O0229
529,6.0,O0164
530,9.0,O0079
530,9.0,O0028
530,9.0,O0137
530,9.0,O0150
530,9.0,O0195
530,9.0,O0004
531,3.0,O0106
531,3.0,O0021
532,5.0,O0148
533,16.0,O0115
533,16.0,O0115
533,16.0,O0115
533,16.0,O0117
533,16.0,O0163
533,16.0,O0088
533,16.0,O0091
533,16.0,O0064
533,16.0,O0065
533,16.0,O0091
533,16.0,O0025
533,16.0,O0026
533,16.0,O0039
533,16.0,O0012
533,16.0,O0099
533,16.0,O0237
533,16.0,O0240
533,16.0,O0238
533,16.0,O0238
533,16.0,O0239
533,16.0,O0128
533,16.0,O0132
533,16.0,O0130
533,16.0,O0126
533,16.0,O0123
533,16.0,O0210
533,16.0,O0037
533,16.0,O0234
533,16.0,O0234
533,16.0,O0218
533,16.0,O0218
533,16.0,O0213
533,16.0,O0213
533,16.0,O0185
533,16.0,O0184
533,16.0,O0177
533,16.0,O0176
533,16.0,O0173
533,16.0,O0144
533,16.0,O0141
533,16.0,O0139
533,16.0,O0229
533,16.0,O0229
534,5.0,O0233
534,5.0,O0176
535,12.0,O0117
535,12.0,O0165
535,12.0,O0239
535,12.0,O0138
535,12.0,O0193
535,12.0,O0153
535,12.0,O0231
535,12.0,O0002
536,8.0,O0152
536,8.0,O0200
536,8.0,O0144
537,10.0,O0042
537,10.0,O0237
537,10.0,O0156
537,10.0,O0198
537,10.0,O0159
537,10.0,O0034
538,16.0,O0140
538,16.0,O0160
538,16.0,O0165
538,16.0,O0165
538,16.0,O0070
538,16.0,O0056
538,16.0,O0059
538,16.0,O0016
538,16.0,O0040
538,16.0,O0011
538,16.0,O0021
538,16.0,O0128
538,16.0,O0157
538,16.0,O0138
538,16.0,O0135
538,16.0,O0209
538,16.0,O0218
538,16.0,O0217
538,16.0,O0203
538,16.0,O0202
538,16.0,O0182
538,16.0,O0148
538,16.0,O0036
538,16.0,O0172
538,16.0,O0114
539,9.0,O0072
539,9.0,O0239
539,9.0,O0207
541,11.0,O0116
541,11.0,O0117
541,11.0,O0118
541,11.0,O0118
541,11.0,O0119
541,11.0,O0039
541,11.0,O0040
541,11.0,O0039
541,11.0,O0238
543,11.0,O0156
543,11.0,O0136
543,11.0,O0211
544,6.0,O0204
544,6.0,O0166
545,6.0,O0118
546,11.0,O0162
546,11.0,O0132
546,11.0,O0221
546,11.0,O0232
546,11.0,O0167
546,11.0,O0168
547,6.0,O0120
548,8.0,O0228
548,8.0,O0141
549,5.0,O0222
550,14.0,O0140
550,14.0,O0027
550,14.0,O0040
550,14.0,O0126
550,14.0,O0121
550,14.0,O0122
550,14.0,O0123
550,14.0,O0124
550,14.0,O0197
550,14.0,O0139
550,14.0,O0229
550,14.0,O0002
551,8.0,O0209
551,8.0,O0148
552,14.0,O0140
552,14.0,O0117
552,14.0,O0117
552,14.0,O0129
552,14.0,O0240
552,14.0,O0125
552,14.0,O0131
552,14.0,O0136
552,14.0,O0222
552,14.0,O0123
552,14.0,O0149
552,14.0,O0232
552,14.0,O0230
553,4.0,O0212
554,10.0,O0016
554,10.0,O0016
554,10.0,O0221
554,10.0,O0124
554,10.0,O0211
554,10.0,O0183
555,12.0,O0165
555,12.0,O0029
555,12.0,O0040
555,12.0,O0131
555,12.0,O0155
555,12.0,O0049
555,12.0,O0198
555,12.0,O0188
556,7.0,O0237
556,7.0,O0120
556,7.0,O0149
557,13.0,O0164
557,13.0,O0048
557,13.0,O0028
557,13.0,O0129
557,13.0,O0209
557,13.0,O0150
557,13.0,O0182
557,13.0,O0159
557,13.0,O0154
558,6.0,O0186
558,6.0,O0158
559,11.0,O0023
559,11.0,O0095
559,11.0,O0128
559,11.0,O0228
559,11.0,O0037
559,11.0,O0235
559,11.0,O0233
559,11.0,O0219
559,11.0,O0153
559,11.0,O0008
560,16.0,O0115
560,16.0,O0029
560,16.0,O0125
560,16.0,O0145
560,16.0,O0127
560,16.0,O0227
560,16.0,O0225
560,16.0,O0138
560,16.0,O0137
560,16.0,O0205
560,16.0,O0207
560,16.0,O0210
560,16.0,O0037
560,16.0,O0219
560,16.0,O0218
560,16.0,O0216
560,16.0,O0211
560,16.0,O0196
560,16.0,O0184
560,16.0,O0179
560,16.0,O0169
560,16.0,O0148
560,16.0,O0143
560,16.0,O0229
560,16.0,O0230
560,16.0,O0231
560,16.0,O0002
561,12.0,O0115
561,12.0,O0125
561,12.0,O0138
561,12.0,O0149
561,12.0,O0233
561,12.0,O0217
561,12.0,O0167
561,12.0,O0172
563,7.0,O0162
563,7.0,O0011
563,7.0,O0232
564,6.0,O0229
564,6.0,O0170
565,10.0,O0119
565,10.0,O0238
565,10.0,O0149
565,10.0,O0199
565,10.0,O0159
565,10.0,O0158
565,10.0,O0181
566,13.0,O0108
566,13.0,O0078
566,13.0,O0147
566,13.0,O0135
566,13.0,O0226
566,13.0,O0206
566,13.0,O0149
566,13.0,O0234
566,13.0,O0219
566,13.0,O0203
566,13.0,O0200
567,16.0,O0117
567,16.0,O0027
567,16.0,O0127
567,16.0,O0224
567,16.0,O0227
567,16.0,O0204
567,16.0,O0206
567,16.0,O0037
567,16.0,O0235
567,16.0,O0213
567,16.0,O0208
567,16.0,O0203
567,16.0,O0202
567,16.0,O0180
567,16.0,O0231
567,16.0,O0033
567,16.0,O0004
568,8.0,O0129
568,8.0,O0044
568,8.0,O0168
569,4.0,O0216
570,7.0,O0013
570,7.0,O0213
570,7.0,O0186
570,7.0,O0180
572,10.0,O0117
572,10.0,O0048
572,10.0,O0147
572,10.0,O0222
572,10.0,O0159
573,12.0,O0075
573,12.0,O0075
573,12.0,O0221
573,12.0,O0128
573,12.0,O0135
573,12.0,O0179
574,6.0,O0144
574,6.0,O0171
576,8.0,O0225
576,8.0,O0233
576,8.0,O0187
577,11.0,O0129
577,11.0,O0240
577,11.0,O0044
577,11.0,O0212
577,11.0,O0186
577,11.0,O0186
577,11.0,O0186
577,11.0,O0148
577,11.0,O0084
578,16.0,O0059
578,16.0,O0029
578,16.0,O0039
578,16.0,O0011
578,16.0,O0238
578,16.0,O0237
578,16.0,O0146
578,16.0,O0125
578,16.0,O0224
578,16.0,O0204
578,16.0,O0204
578,16.0,O0233
578,16.0,O0217
578,16.0,O0214
578,16.0,O0213
578,16.0,O0211
578,16.0,O0211
578,16.0,O0201
578,16.0,O0200
578,16.0,O0182
578,16.0,O0178
578,16.0,O0229
578,16.0,O0036
578,16.0,O0181
578,16.0,O0034
579,9.0,O0116
579,9.0,O0145
579,9.0,O0156
579,9.0,O0213
579,9.0,O0174
579,9.0,O0169
580,9.0,O0071
580,9.0,O0045
580,9.0,O0166
580,9.0,O0143
580,9.0,O0181
582,5.0,O0196
583,6.0,O0151
583,6.0,O0146
585,11.0,O0035
585,11.0,O0125
585,11.0,O0124
585,11.0,O0209
585,11.0,O0232
585,11.0,O0232
586,16.0,O0115
586,16.0,O0140
586,16.0,O0116
586,16.0,O0027
586,16.0,O0068
586,16.0,O0029
586,16.0,O0240
586,16.0,O0138
586,16.0,O0146
586,16.0,O0145
586,16.0,O0136
586,16.0,O0135
586,16.0,O0138
586,16.0,O0232
586,16.0,O0198
586,16.0,O0197
586,16.0,O0182
586,16.0,O0139
586,16.0,O0168
586,16.0,O0086
586,16.0,O0007
587,12.0,O0113
587,12.0,O0015
587,12.0,O0126
587,12.0,O0222
587,12.0,O0122
587,12.0,O0220
587,12.0,O0215
587,12.0,O0213
587,12.0,O0001
588,12.0,O0226
588,12.0,O0049
588,12.0,O0233
588,12.0,O0198
588,12.0,O0152
589,12.0,O0140
589,12.0,O0056
589,12.0,O0103
589,12.0,O0130
589,12.0,O0124
589,12.0,O0234
589,12.0,O0220
590,11.0,O0161
590,11.0,O0094
590,11.0,O0213
590,11.0,O0179
590,11.0,O0047
591,6.0,O0161
593,13.0,O0116
593,13.0,O0119
593,13.0,O0095
593,13.0,O0134
593,13.0,O0127
593,13.0,O0206
593,13.0,O0209
593,13.0,O0150
593,13.0,O0235
593,13.0,O0217
593,13.0,O0199
593,13.0,O0231
594,11.0,O0015
594,11.0,O0225
594,11.0,O0044
594,11.0,O0233
594,11.0,O0219
595,13.0,O0237
595,13.0,O0237
595,13.0,O0136
595,13.0,O0157
595,13.0,O0136
595,13.0,O0210
595,13.0,O0194
595,13.0,O0189
595,13.0,O0144
595,13.0,O0171
595,13.0,O0010
595,13.0,O0085
596,16.0,O0162
596,16.0,O0070
596,16.0,O0112
596,16.0,O0012
596,16.0,O0040
596,16.0,O0146
596,16.0,O0125
596,16.0,O0129
596,16.0,O0134
596,16.0,O0137
596,16.0,O0210
596,16.0,O0235
596,16.0,O0233
596,16.0,O0232
596,16.0,O0220
596,16.0,O0212
596,16.0,O0202
596,16.0,O0142
596,16.0,O0141
596,16.0,O0152
596,16.0,O0229
596,16.0,O0085
596,16.0,O0008
598,13.0,O0162
598,13.0,O0080
598,13.0,O0013
598,13.0,O0035
598,13.0,O0126
598,13.0,O0221
598,13.0,O0226
598,13.0,O0217
598,13.0,O0212
598,13.0,O0212
598,13.0,O0167
598,13.0,O0142
599,7.0,O0023
599,7.0,O0020
599,7.0,O0011
599,7.0,O0145
600,9.0,O0073
600,9.0,O0078
600,9.0,O0071
600,9.0,O0235
600,9.0,O0202
601,7.0,O0119
601,7.0,O0121
601,7.0,O0235
601,7.0,O0004
602,5.0,O0215
603,8.0,O0012
603,8.0,O0109
603,8.0,O0123
603,8.0,O0185
604,9.0,O0122
604,9.0,O0231
605,16.0,O0115
605,16.0,O0117
605,16.0,O0067
605,16.0,O0048
605,16.0,O0059
605,16.0,O0039
605,16.0,O0099
605,16.0,O0237
605,16.0,O0240
605,16.0,O0125
605,16.0,O0145
605,16.0,O0146
605,16.0,O0145
605,16.0,O0125
605,16.0,O0125
605,16.0,O0136
605,16.0,O0044
605,16.0,O0150
605,16.0,O0216
605,16.0,O0211
605,16.0,O0208
605,16.0,O0202
605,16.0,O0191
605,16.0,O0174
605,16.0,O0159
605,16.0,O0139
605,16.0,O0229
605,16.0,O0181
605,16.0,O0010
606,6.0,O0157
606,6.0,O0201
607,6.0,O0123
607,6.0,O0217
608,5.0,O0213
610,7.0,O0088
610,7.0,O0133
610,7.0,O0203
610,7.0,O0153
612,12.0,O0025
612,12.0,O0222
612,12.0,O0127
612,12.0,O0046
612,12.0,O0202
612,12.0,O0142
612,12.0,O0230
613,15.0,O0129
613,15.0,O0134
613,15.0,O0128
613,15.0,O0131
613,15.0,O0137
613,15.0,O0129
613,15.0,O0131
613,15.0,O0135
613,15.0,O0127
613,15.0,O0133
613,15.0,O0136
613,15.0,O0132
613,15.0,O0137
613,15.0,O0155
613,15.0,O0137
613,15.0,O0135
613,15.0,O0135
613,15.0,O0137
613,15.0,O0135
613,15.0,O0137
613,15.0,O0137
613,15.0,O0138
613,15.0,O0212
613,15.0,O0202
613,15.0,O0139
613,15.0,O0229
614,8.0,O0119
614,8.0,O0226
616,4.0,O0103
617,12.0,O0224
617,12.0,O0219
617,12.0,O0216
617,12.0,O0215
617,12.0,O0201
617,12.0,O0143
618,7.0,O0055
618,7.0,O0207
619,11.0,O0117
619,11.0,O0204
619,11.0,O0020
619,11.0,O0129
619,11.0,O0236
619,11.0,O0152
619,11.0,O0154
619,11.0,O0154
619,11.0,O0002
620,9.0,O0042
620,9.0,O0041
620,9.0,O0017
620,9.0,O0151
620,9.0,O0150
622,14.0,O0090
622,14.0,O0029
622,14.0,O0134
622,14.0,O0134
622,14.0,O0222
622,14.0,O0126
622,14.0,O0234
622,14.0,O0220
622,14.0,O0199
622,14.0,O0191
622,14.0,O0190
622,14.0,O0174
622,14.0,O0174
622,14.0,O0173
622,14.0,O0148
622,14.0,O0144
622,14.0,O0082
623,7.0,O0127
623,7.0,O0159
623,7.0,O0158
624,11.0,O0118
624,11.0,O0067
624,11.0,O0182
624,11.0,O0148
624,11.0,O0231
625,7.0,O0179
625,7.0,O0168
625,7.0,O0003
626,16.0,O0140
626,16.0,O0118
626,16.0,O0063
626,16.0,O0014
626,16.0,O0156
626,16.0,O0147
626,16.0,O0127
626,16.0,O0205
626,16.0,O0205
626,16.0,O0234
626,16.0,O0232
626,16.0,O0218
626,16.0,O0211
626,16.0,O0203
626,16.0,O0202
626,16.0,O0193
626,16.0,O0141
626,16.0,O0141
626,16.0,O0005
626,16.0,O0087
627,15.0,O0116
627,15.0,O0160
627,15.0,O0160
627,15.0,O0117
627,15.0,O0052
627,15.0,O0052
627,15.0,O0091
627,15.0,O0063
627,15.0,O0023
627,15.0,O0041
627,15.0,O0050
627,15.0,O0089
627,15.0,O0056
627,15.0,O0107
627,15.0,O0022
627,15.0,O0129
627,15.0,O0129
627,15.0,O0127
627,15.0,O0129
627,15.0,O0130
627,15.0,O0135
627,15.0,O0221
627,15.0,O0155
627,15.0,O0132
627,15.0,O0156
627,15.0,O0146
627,15.0,O0135
627,15.0,O0137
627,15.0,O0227
627,15.0,O0122
627,15.0,O0122
627,15.0,O0123
627,15.0,O0124
627,15.0,O0150
627,15.0,O0150
627,15.0,O0234
627,15.0,O0233
627,15.0,O0233
627,15.0,O0216
627,15.0,O0215
627,15.0,O0214
627,15.0,O0212
627,15.0,O0211
627,15.0,O0203
627,15.0,O0197
627,15.0,O0197
627,15.0,O0197
627,15.0,O0197
627,15.0,O0191
627,15.0,O0184
627,15.0,O0177
627,15.0,O0166
627,15.0,O0159
627,15.0,O0148
627,15.0,O0148
627,15.0,O0152
627,15.0,O0229
627,15.0,O0154
627,15.0,O0168
627,15.0,O0034
628,11.0,O0032
628,11.0,O0237
628,11.0,O0238
628,11.0,O0236
628,11.0,O0145
628,11.0,O0051
628,11.0,O0217
628,11.0,O0192
628,11.0,O0166
628,11.0,O0142
629,7.0,O0236
629,7.0,O0202
630,10.0,O0140
630,10.0,O0227
630,10.0,O0154
631,9.0,O0126
631,9.0,O0049
631,9.0,O0234
632,13.0,O0204
632,13.0,O0236
632,13.0,O0126
632,13.0,O0224
632,13.0,O0225
632,13.0,O0203
632,13.0,O0082
633,9.0,O0204
633,9.0,O0109
633,9.0,O0104
634,8.0,O0238
634,8.0,O0132
634,8.0,O0217
634,8.0,O0174
635,9.0,O0140
635,9.0,O0014
635,9.0,O0150
636,8.0,O0140
636,8.0,O0029
636,8.0,O0182
636,8.0,O0001
637,17.0,O0062
637,17.0,O0115
637,17.0,O0115
637,17.0,O0140
637,17.0,O0140
637,17.0,O0140
637,17.0,O0115
637,17.0,O0115
637,17.0,O0116
637,17.0,O0116
637,17.0,O0116
637,17.0,O0116
637,17.0,O0116
637,17.0,O0160
637,17.0,O0160
637,17.0,O0160
637,17.0,O0160
637,17.0,O0160
637,17.0,O0160
637,17.0,O0161
637,17.0,O0161
637,17.0,O0161
637,17.0,O0117
637,17.0,O0162
637,17.0,O0162
637,17.0,O0162
637,17.0,O0162
637,17.0,O0162
637,17.0,O0042
637,17.0,O0042
637,17.0,O0042
637,17.0,O0118
637,17.0,O0118
637,17.0,O0118
637,17.0,O0118
637,17.0,O0163
637,17.0,O0163
637,17.0,O0163
637,17.0,O0164
637,17.0,O0164
637,17.0,O0164
637,17.0,O0164
637,17.0,O0164
637,17.0,O0119
637,17.0,O0119
637,17.0,O0119
637,17.0,O0119
637,17.0,O0119
637,17.0,O0119
637,17.0,O0165
637,17.0,O0165
637,17.0,O0165
637,17.0,O0165
637,17.0,O0052
637,17.0,O0052
637,17.0,O0043
637,17.0,O0043
637,17.0,O0204
637,17.0,O0204
637,17.0,O0204
637,17.0,O0204
637,17.0,O0204
637,17.0,O0204
637,17.0,O0204
637,17.0,O0025
637,17.0,O0048
637,17.0,O0067
637,17.0,O0068
637,17.0,O0076
637,17.0,O0027
637,17.0,O0076
637,17.0,O0080
637,17.0,O0108
637,17.0,O0079
637,17.0,O0064
637,17.0,O0060
637,17.0,O0078
637,17.0,O0079
637,17.0,O0076
637,17.0,O0023
637,17.0,O0070
637,17.0,O0073
637,17.0,O0088
637,17.0,O0075
637,17.0,O0072
637,17.0,O0073
637,17.0,O0068
637,17.0,O0059
637,17.0,O0027
637,17.0,O0065
637,17.0,O0092
637,17.0,O0076
637,17.0,O0088
637,17.0,O0048
637,17.0,O0079
637,17.0,O0074
637,17.0,O0057
637,17.0,O0071
637,17.0,O0050
637,17.0,O0067
637,17.0,O0050
637,17.0,O0081
637,17.0,O0073
637,17.0,O0057
637,17.0,O0071
637,17.0,O0056
637,17.0,O0079
637,17.0,O0112
637,17.0,O0028
637,17.0,O0063
637,17.0,O0041
637,17.0,O0027
637,17.0,O0091
637,17.0,O0041
637,17.0,O0067
637,17.0,O0027
637,17.0,O0093
637,17.0,O0077
637,17.0,O0032
637,17.0,O0110
637,17.0,O0027
637,17.0,O0113
637,17.0,O0014
637,17.0,O0028
637,17.0,O0028
637,17.0,O0013
637,17.0,O0016
637,17.0,O0030
637,17.0,O0021
637,17.0,O0095
637,17.0,O0113
637,17.0,O0013
637,17.0,O0029
637,17.0,O0029
637,17.0,O0015
637,17.0,O0012
637,17.0,O0017
637,17.0,O0095
637,17.0,O0022
637,17.0,O0038
637,17.0,O0021
637,17.0,O0031
637,17.0,O0021
637,17.0,O0017
637,17.0,O0020
637,17.0,O0020
637,17.0,O0038
637,17.0,O0038
637,17.0,O0035
637,17.0,O0038
637,17.0,O0038
637,17.0,O0040
637,17.0,O0012
637,17.0,O0020
637,17.0,O0040
637,17.0,O0020
637,17.0,O0011
637,17.0,O0031
637,17.0,O0095
637,17.0,O0039
637,17.0,O0011
637,17.0,O0100
637,17.0,O0100
637,17.0,O0020
637,17.0,O0021
637,17.0,O0021
637,17.0,O0105
637,17.0,O0102
637,17.0,O0097
637,17.0,O0097
637,17.0,O0097
637,17.0,O0104
637,17.0,O0236
637,17.0,O0236
637,17.0,O0237
637,17.0,O0239
637,17.0,O0240
637,17.0,O0238
637,17.0,O0239
637,17.0,O0236
637,17.0,O0239
637,17.0,O0236
637,17.0,O0238
637,17.0,O0129
637,17.0,O0129
637,17.0,O0238
637,17.0,O0239
637,17.0,O0129
637,17.0,O0236
637,17.0,O0128
637,17.0,O0239
637,17.0,O0120
637,17.0,O0120
637,17.0,O0120
637,17.0,O0120
637,17.0,O0120
637,17.0,O0238
637,17.0,O0128
637,17.0,O0137
637,17.0,O0221
637,17.0,O0131
637,17.0,O0145
637,17.0,O0127
637,17.0,O0130
637,17.0,O0147
637,17.0,O0134
637,17.0,O0134
637,17.0,O0125
637,17.0,O0237
637,17.0,O0239
637,17.0,O0222
637,17.0,O0155
637,17.0,O0157
637,17.0,O0128
637,17.0,O0128
637,17.0,O0134
637,17.0,O0137
637,17.0,O0155
637,17.0,O0131
637,17.0,O0145
637,17.0,O0237
637,17.0,O0127
637,17.0,O0126
637,17.0,O0132
637,17.0,O0134
637,17.0,O0130
637,17.0,O0146
637,17.0,O0239
637,17.0,O0125
637,17.0,O0145
637,17.0,O0145
637,17.0,O0135
637,17.0,O0222
637,17.0,O0136
637,17.0,O0136
637,17.0,O0130
637,17.0,O0134
637,17.0,O0125
637,17.0,O0222
637,17.0,O0146
637,17.0,O0132
637,17.0,O0130
637,17.0,O0131
637,17.0,O0138
637,17.0,O0133
637,17.0,O0133
637,17.0,O0133
637,17.0,O0146
637,17.0,O0221
637,17.0,O0146
637,17.0,O0130
637,17.0,O0136
637,17.0,O0146
637,17.0,O0157
637,17.0,O0134
637,17.0,O0137
637,17.0,O0132
637,17.0,O0130
637,17.0,O0130
637,17.0,O0221
637,17.0,O0133
637,17.0,O0137
637,17.0,O0156
637,17.0,O0135
637,17.0,O0221
637,17.0,O0137
637,17.0,O0221
637,17.0,O0135
637,17.0,O0221
637,17.0,O0135
637,17.0,O0136
637,17.0,O0222
637,17.0,O0221
637,17.0,O0155
637,17.0,O0222
637,17.0,O0127
637,17.0,O0222
637,17.0,O0138
637,17.0,O0224
637,17.0,O0137
637,17.0,O0126
637,17.0,O0227
637,17.0,O0227
637,17.0,O0127
637,17.0,O0221
637,17.0,O0138
637,17.0,O0156
637,17.0,O0138
637,17.0,O0146
637,17.0,O0224
637,17.0,O0224
637,17.0,O0125
637,17.0,O0151
637,17.0,O0146
637,17.0,O0156
637,17.0,O0138
637,17.0,O0228
637,17.0,O0127
637,17.0,O0135
637,17.0,O0135
637,17.0,O0226
637,17.0,O0225
637,17.0,O0228
637,17.0,O0224
637,17.0,O0127
637,17.0,O0136
637,17.0,O0226
637,17.0,O0224
637,17.0,O0224
637,17.0,O0137
637,17.0,O0205
637,17.0,O0228
637,17.0,O0205
637,17.0,O0205
637,17.0,O0228
637,17.0,O0228
637,17.0,O0205
637,17.0,O0136
637,17.0,O0136
637,17.0,O0225
637,17.0,O0228
637,17.0,O0126
637,17.0,O0228
637,17.0,O0227
637,17.0,O0136
637,17.0,O0224
637,17.0,O0225
637,17.0,O0225
637,17.0,O0138
637,17.0,O0225
637,17.0,O0227
637,17.0,O0051
637,17.0,O0121
637,17.0,O0051
637,17.0,O0206
637,17.0,O0206
637,17.0,O0206
637,17.0,O0122
637,17.0,O0122
637,17.0,O0122
637,17.0,O0122
637,17.0,O0122
637,17.0,O0122
637,17.0,O0122
637,17.0,O0044
637,17.0,O0207
637,17.0,O0207
637,17.0,O0207
637,17.0,O0207
637,17.0,O0123
637,17.0,O0123
637,17.0,O0123
637,17.0,O0124
637,17.0,O0124
637,17.0,O0209
637,17.0,O0209
637,17.0,O0209
637,17.0,O0209
637,17.0,O0209
637,17.0,O0209
637,17.0,O0209
637,17.0,O0045
637,17.0,O0149
637,17.0,O0149
637,17.0,O0149
637,17.0,O0210
637,17.0,O0210
637,17.0,O0149
637,17.0,O0149
637,17.0,O0149
637,17.0,O0149
637,17.0,O0149
637,17.0,O0210
637,17.0,O0210
637,17.0,O0210
637,17.0,O0149
637,17.0,O0210
637,17.0,O0149
637,17.0,O0149
637,17.0,O0149
637,17.0,O0235
637,17.0,O0235
637,17.0,O0235
637,17.0,O0235
637,17.0,O0235
637,17.0,O0235
637,17.0,O0234
637,17.0,O0234
637,17.0,O0234
637,17.0,O0234
637,17.0,O0233
637,17.0,O0233
637,17.0,O0233
637,17.0,O0233
637,17.0,O0232
637,17.0,O0232
637,17.0,O0232
637,17.0,O0232
637,17.0,O0232
637,17.0,O0232
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0220
637,17.0,O0219
637,17.0,O0219
637,17.0,O0219
637,17.0,O0219
637,17.0,O0219
637,17.0,O0219
637,17.0,O0219
637,17.0,O0218
637,17.0,O0218
637,17.0,O0218
637,17.0,O0218
637,17.0,O0218
637,17.0,O0218
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0217
637,17.0,O0216
637,17.0,O0216
637,17.0,O0216
637,17.0,O0216
637,17.0,O0216
637,17.0,O0216
637,17.0,O0216
637,17.0,O0215
637,17.0,O0215
637,17.0,O0214
637,17.0,O0214
637,17.0,O0214
637,17.0,O0214
637,17.0,O0213
637,17.0,O0213
637,17.0,O0213
637,17.0,O0213
637,17.0,O0213
637,17.0,O0213
637,17.0,O0212
637,17.0,O0212
637,17.0,O0212
637,17.0,O0212
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0211
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0208
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0203
637,17.0,O0202
637,17.0,O0201
637,17.0,O0201
637,17.0,O0201
637,17.0,O0223
637,17.0,O0223
637,17.0,O0223
637,17.0,O0223
637,17.0,O0223
637,17.0,O0223
637,17.0,O0201
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0200
637,17.0,O0198
637,17.0,O0198
637,17.0,O0197
637,17.0,O0197
637,17.0,O0197
637,17.0,O0197
637,17.0,O0196
637,17.0,O0196
637,17.0,O0196
637,17.0,O0195
637,17.0,O0195
637,17.0,O0150
637,17.0,O0194
637,17.0,O0194
637,17.0,O0193
637,17.0,O0193
637,17.0,O0193
637,17.0,O0193
637,17.0,O0150
637,17.0,O0150
637,17.0,O0150
637,17.0,O0193
637,17.0,O0193
637,17.0,O0193
637,17.0,O0193
637,17.0,O0192
637,17.0,O0192
637,17.0,O0191
637,17.0,O0191
637,17.0,O0188
637,17.0,O0188
637,17.0,O0187
637,17.0,O0187
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0186
637,17.0,O0185
637,17.0,O0185
637,17.0,O0185
637,17.0,O0184
637,17.0,O0184
637,17.0,O0184
637,17.0,O0183
637,17.0,O0183
637,17.0,O0183
637,17.0,O0182
637,17.0,O0182
637,17.0,O0180
637,17.0,O0180
637,17.0,O0179
637,17.0,O0179
637,17.0,O0179
637,17.0,O0179
637,17.0,O0179
637,17.0,O0179
637,17.0,O0179
637,17.0,O0178
637,17.0,O0178
637,17.0,O0177
637,17.0,O0176
637,17.0,O0176
637,17.0,O0176
637,17.0,O0175
637,17.0,O0175
637,17.0,O0174
637,17.0,O0174
637,17.0,O0174
637,17.0,O0174
637,17.0,O0174
637,17.0,O0173
637,17.0,O0173
637,17.0,O0173
637,17.0,O0169
637,17.0,O0169
637,17.0,O0169
637,17.0,O0169
637,17.0,O0169
637,17.0,O0169
637,17.0,O0167
637,17.0,O0166
