customer_id,customer_tier,id,offer_id,offer_transaction_date,transaction_amount,points,accrual,redemption,offer_tier,target_customer_age_segment,offer_target_age,osd,oed
30972,Bronze,16763,O0007,08-04-2019,2200,200,1,0,Gold,36-45,All,06-01-2019,8/31/2019
30972,Bronze,17743,O0005,08-11-2019,1300,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
30972,Bronze,19022,O0002,7/15/2019,8000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
56283,Bronze,11532,O0047,10/22/2019,900,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
56283,Bronze,16204,O0025,4/19/2019,1300,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
56283,Bronze,16205,O0075,1/20/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
56283,Bronze,16206,O0091,1/14/2019,900,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
56283,Bronze,16207,O0048,03-11-2019,600,50,0,1,Bronze,36-45,40-65,01-01-2019,3/31/2019
56283,Bronze,16208,O0080,1/25/2019,4800,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
56283,Bronze,16210,O0038,09-07-2019,1100,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56283,Bronze,16211,O0035,08-07-2019,1800,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56283,Bronze,16213,O0017,7/26/2019,2400,150,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
56283,Bronze,16214,O0031,08-08-2019,2000,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56283,Bronze,16215,O0096,07-09-2019,950,50,1,0,Bronze,36-45,< 12,07-01-2019,10/31/2019
56283,Bronze,16216,O0022,11/29/2019,5400,300,0,1,Gold,36-45,All,07-01-2019,12/31/2019
56283,Bronze,16217,O0019,7/28/2019,1900,100,1,0,Bronze,36-45,All,07-01-2019,12/31/2019
56283,Bronze,17300,O0006,06-07-2019,3800,200,1,0,Gold,36-45,40-65,06-01-2019,8/31/2019
56283,Bronze,17845,O0005,06-06-2019,1600,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
58017,Bronze,8528,O0049,07-04-2019,16000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
58017,Bronze,16608,O0093,03-05-2019,800,50,1,1,Bronze,36-45,All,01-01-2019,3/31/2019
58017,Bronze,16609,O0076,01-03-2019,1800,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58017,Bronze,16610,O0027,2/27/2019,550,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
58017,Bronze,16611,O0079,01-02-2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58017,Bronze,16612,O0080,3/14/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58017,Bronze,16614,O0029,07-03-2019,1900,100,1,0,Bronze,36-45,All,07-01-2019,7/31/2019
58017,Bronze,16616,O0040,10/29/2019,4000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58017,Bronze,16617,O0015,8/22/2019,1500,100,1,1,Gold,36-45,20-30,07-01-2019,8/31/2019
58017,Bronze,16618,O0039,9/26/2019,2800,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58017,Bronze,16619,O0031,08-09-2019,1600,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58017,Bronze,16620,O0022,11-04-2019,3300,300,0,1,Gold,36-45,All,07-01-2019,12/31/2019
58017,Bronze,16621,O0102,11-09-2019,5400,300,1,0,Gold,36-45,< 5,10-01-2019,12/31/2019
58017,Bronze,16622,O0105,12/16/2019,3300,300,1,0,Gold,36-45,Above 65,12-01-2019,1/31/2020
58017,Bronze,16623,O0104,1/18/2020,4500,300,1,0,Gold,36-45,Above 65,12-01-2019,1/31/2020
58017,Bronze,19102,O0002,07-08-2019,12000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
48009,Bronze,444,O0042,9/30/2019,900,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
48009,Bronze,2078,O0053,6/29/2019,3750,250,0,1,Gold,36-45,40-65,06-01-2019,8/31/2019
48009,Bronze,13840,O0082,12-06-2019,650,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
48009,Bronze,15335,O0080,01-10-2019,4800,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
48009,Bronze,15336,O0071,3/25/2019,3300,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
48009,Bronze,15337,O0079,2/22/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
48009,Bronze,15338,O0027,1/28/2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
48009,Bronze,15339,O0025,04-01-2019,1700,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
48009,Bronze,15340,O0096,10-12-2019,600,50,1,0,Bronze,36-45,< 12,07-01-2019,10/31/2019
48009,Bronze,15341,O0030,8/18/2019,2000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
48009,Bronze,15347,O0097,12-04-2019,5700,300,1,0,Gold,36-45,< 12,12-01-2019,1/31/2020
48009,Bronze,15349,O0104,1/15/2020,5100,300,0,1,Gold,36-45,Above 65,12-01-2019,1/31/2020
48009,Bronze,16358,O0087,11/21/2019,1000,50,0,1,Bronze,36-45,All,9/15/2019,12/31/2019
48009,Bronze,17788,O0005,6/16/2019,1400,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
48009,Bronze,19399,O0001,06-03-2019,650,50,1,0,Bronze,36-45,40-65,06-01-2019,8/31/2019
42350,Bronze,923,O0042,10-07-2019,600,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
42350,Bronze,4259,O0052,8/15/2019,2750,250,0,1,Gold,36-45,All,06-01-2019,8/31/2019
42350,Bronze,5891,O0051,8/30/2019,5000,250,0,1,Gold,36-45,All,06-01-2019,8/31/2019
42350,Bronze,15047,O0079,3/13/2019,4200,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
42350,Bronze,15048,O0068,3/18/2019,5000,250,1,0,Gold,36-45,All,01-01-2019,3/31/2019
42350,Bronze,15049,O0069,2/25/2019,3750,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
42350,Bronze,15050,O0080,1/17/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
42350,Bronze,15051,O0025,3/15/2019,1400,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
42350,Bronze,15052,O0026,4/19/2019,1800,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
42350,Bronze,15054,O0096,9/19/2019,550,50,0,1,Bronze,36-45,< 12,07-01-2019,10/31/2019
42350,Bronze,15057,O0022,07-01-2019,5400,300,0,1,Gold,36-45,All,07-01-2019,12/31/2019
42350,Bronze,15058,O0040,10/27/2019,2200,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
42350,Bronze,15060,O0095,8/23/2019,750,50,1,1,Bronze,36-45,< 12,07-01-2019,10/31/2019
42350,Bronze,15819,O0086,12/21/2019,500,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
42350,Bronze,16776,O0007,8/21/2019,3200,200,1,0,Gold,36-45,All,06-01-2019,8/31/2019
49114,Bronze,4956,O0044,9/29/2019,850,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
49114,Bronze,13426,O0036,06-03-2019,5600,400,1,0,Gold,36-45,All,06-01-2019,8/31/2019
49114,Bronze,13449,O0082,11/25/2019,850,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
49114,Bronze,15546,O0027,4/23/2019,550,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
49114,Bronze,15547,O0079,2/20/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
49114,Bronze,15548,O0072,02-01-2019,1400,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
49114,Bronze,15549,O0055,1/24/2019,900,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
49114,Bronze,15550,O0089,2/22/2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
49114,Bronze,15552,O0016,07-02-2019,1100,100,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
49114,Bronze,15553,O0029,07-02-2019,1800,100,1,0,Bronze,36-45,All,07-01-2019,7/31/2019
49114,Bronze,15556,O0039,9/15/2019,3000,200,0,1,Bronze,36-45,All,07-01-2019,10/31/2019
49114,Bronze,15558,O0035,8/22/2019,1600,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
49114,Bronze,15559,O0097,01-04-2020,4200,300,1,1,Gold,36-45,< 12,12-01-2019,1/31/2020
49114,Bronze,15561,O0103,1/16/2020,4800,300,1,0,Gold,36-45,Above 65,12-01-2019,1/31/2020
49114,Bronze,19065,O0002,07-10-2019,12000,4000,0,1,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
49114,Bronze,19422,O0001,8/20/2019,600,50,0,1,Bronze,36-45,40-65,06-01-2019,8/31/2019
49409,Bronze,2165,O0053,7/23/2019,3500,250,0,1,Gold,36-45,40-65,06-01-2019,8/31/2019
49409,Bronze,4340,O0044,10-08-2019,1000,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
49409,Bronze,14757,O0083,12/30/2019,5400,300,1,0,Gold,36-45,All,9/15/2019,12/31/2019
49409,Bronze,15617,O0055,03-05-2019,1000,50,1,1,Bronze,36-45,All,01-01-2019,3/31/2019
49409,Bronze,15618,O0072,01-01-2019,1400,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
49409,Bronze,15619,O0079,2/25/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
49409,Bronze,15620,O0027,1/29/2019,500,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
49409,Bronze,15621,O0025,5/23/2019,1000,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
49409,Bronze,15622,O0090,03-11-2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
49409,Bronze,15624,O0029,7/22/2019,1400,100,1,0,Bronze,36-45,All,07-01-2019,7/31/2019
49409,Bronze,15625,O0017,07-06-2019,2400,150,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
49409,Bronze,15628,O0035,10-05-2019,1500,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
49409,Bronze,15629,O0098,11/13/2019,3300,300,1,0,Gold,36-45,< 12,10-01-2019,12/31/2019
49409,Bronze,15631,O0105,12/21/2019,6000,300,1,0,Gold,36-45,Above 65,12-01-2019,1/31/2020
49409,Bronze,15782,O0009,8/19/2019,6000,300,1,0,Gold,36-45,All,06-01-2019,8/31/2019
51439,Bronze,7304,O0045,10/17/2019,650,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
51439,Bronze,13455,O0036,6/30/2019,7600,400,1,0,Gold,36-45,All,06-01-2019,8/31/2019
51439,Bronze,14709,O0083,12/31/2019,5700,300,1,0,Gold,36-45,All,9/15/2019,12/31/2019
51439,Bronze,15770,O0080,01-06-2019,5400,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15771,O0073,1/16/2019,1400,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15772,O0079,2/23/2019,5700,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15773,O0056,2/23/2019,500,50,0,1,Bronze,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15774,O0078,1/17/2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15775,O0025,5/27/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
51439,Bronze,15776,O0090,1/13/2019,500,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
51439,Bronze,15777,O0028,03-06-2019,800,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
51439,Bronze,15779,O0017,08-10-2019,2550,150,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
51439,Bronze,15784,O0030,10/28/2019,2000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
51439,Bronze,15785,O0039,10/25/2019,2800,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
51439,Bronze,15787,O0098,12/24/2019,3300,300,0,1,Gold,36-45,< 12,10-01-2019,12/31/2019
51439,Bronze,16376,O0008,8/28/2019,5100,300,1,0,Gold,36-45,All,06-01-2019,8/31/2019
51439,Bronze,17816,O0005,6/16/2019,1500,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
51439,Bronze,19069,O0002,06-09-2019,12000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
40008,Bronze,5783,O0051,06-08-2019,2750,250,1,0,Gold,36-45,All,06-01-2019,8/31/2019
40008,Bronze,14910,O0068,1/15/2019,5000,250,1,0,Gold,36-45,All,01-01-2019,3/31/2019
40008,Bronze,14911,O0079,2/14/2019,6000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
40008,Bronze,14912,O0067,3/23/2019,1700,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
40008,Bronze,14913,O0080,02-03-2019,3600,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
40008,Bronze,14914,O0025,1/26/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
40008,Bronze,14917,O0035,10/22/2019,1400,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
40008,Bronze,14919,O0096,8/15/2019,1000,50,0,1,Bronze,36-45,< 12,07-01-2019,10/31/2019
40008,Bronze,14922,O0024,12/19/2019,5400,300,0,1,Gold,36-45,All,12-01-2019,1/31/2020
40008,Bronze,15388,O0085,11/13/2019,950,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
40008,Bronze,15885,O0086,12-05-2019,550,50,0,1,Bronze,36-45,All,9/15/2019,12/31/2019
40008,Bronze,17250,O0006,06-07-2019,3000,200,0,1,Gold,36-45,40-65,06-01-2019,8/31/2019
40008,Bronze,17772,O0005,6/16/2019,1600,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
41767,Bronze,1051,O0042,10-07-2019,550,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
41767,Bronze,4256,O0052,7/23/2019,4000,250,0,1,Gold,36-45,All,06-01-2019,8/31/2019
41767,Bronze,5870,O0051,8/31/2019,3500,250,1,0,Gold,36-45,All,06-01-2019,8/31/2019
41767,Bronze,13858,O0082,9/18/2019,1000,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
41767,Bronze,14972,O0025,3/16/2019,1100,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
41767,Bronze,14973,O0079,02-07-2019,4200,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41767,Bronze,14974,O0069,3/27/2019,3000,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
41767,Bronze,14975,O0068,3/29/2019,4750,250,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41767,Bronze,14976,O0028,02-04-2019,600,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
41767,Bronze,14977,O0080,02-01-2019,4800,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41767,Bronze,14978,O0026,4/15/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
41767,Bronze,14982,O0031,10/27/2019,1600,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
41767,Bronze,15365,O0085,12/14/2019,500,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
41767,Bronze,15859,O0086,12-10-2019,800,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
41767,Bronze,17253,O0006,06-07-2019,2400,200,1,0,Gold,36-45,40-65,06-01-2019,8/31/2019
41767,Bronze,19380,O0001,7/29/2019,900,50,1,0,Bronze,36-45,40-65,06-01-2019,8/31/2019
56107,Bronze,8163,O0049,8/17/2019,12000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
56107,Bronze,9018,O0046,10/20/2019,750,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
56107,Bronze,13351,O0082,11-10-2019,800,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
56107,Bronze,15824,O0009,08-08-2019,5700,300,1,0,Gold,36-45,All,06-01-2019,8/31/2019
56107,Bronze,16100,O0074,1/30/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
56107,Bronze,16101,O0080,3/29/2019,4200,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
56107,Bronze,16102,O0028,1/28/2019,500,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
56107,Bronze,16103,O0091,2/13/2019,600,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
56107,Bronze,16104,O0041,3/14/2019,1100,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
56107,Bronze,16107,O0017,07-05-2019,1800,150,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
56107,Bronze,16108,O0038,08-12-2019,1900,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56107,Bronze,16109,O0029,7/25/2019,1000,100,1,0,Bronze,36-45,All,07-01-2019,7/31/2019
56107,Bronze,16110,O0019,10/17/2019,1700,100,1,0,Bronze,36-45,All,07-01-2019,12/31/2019
56107,Bronze,16112,O0031,07-02-2019,1700,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56107,Bronze,16114,O0021,8/29/2019,1000,100,1,0,Gold,36-45,All,07-01-2019,12/31/2019
56107,Bronze,19079,O0002,8/14/2019,16000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
58635,Bronze,2610,O0053,08-01-2019,4000,250,0,1,Gold,36-45,40-65,06-01-2019,8/31/2019
58635,Bronze,8552,O0049,6/27/2019,8000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
58635,Bronze,16707,O0080,3/21/2019,5400,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16708,O0077,1/14/2019,1000,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16709,O0079,01-12-2019,6000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16710,O0069,2/16/2019,3250,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16711,O0063,1/20/2019,1800,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16712,O0093,2/20/2019,700,50,0,1,Bronze,36-45,All,01-01-2019,3/31/2019
58635,Bronze,16714,O0030,10/17/2019,4000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58635,Bronze,16717,O0022,11/24/2019,6000,300,0,1,Gold,36-45,All,07-01-2019,12/31/2019
58635,Bronze,16719,O0039,07-02-2019,3800,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58635,Bronze,16720,O0038,7/22/2019,1100,100,0,1,Bronze,36-45,All,07-01-2019,10/31/2019
58635,Bronze,16721,O0021,7/21/2019,1800,100,1,0,Gold,36-45,All,07-01-2019,12/31/2019
58635,Bronze,16722,O0024,12-01-2019,5100,300,0,1,Gold,36-45,All,12-01-2019,1/31/2020
58635,Bronze,19105,O0002,8/14/2019,16000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
58635,Bronze,19465,O0001,07-07-2019,600,50,1,0,Bronze,36-45,40-65,06-01-2019,8/31/2019
58642,Bronze,8596,O0049,7/26/2019,8000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
58642,Bronze,16334,O0087,11/21/2019,850,50,0,1,Bronze,36-45,All,9/15/2019,12/31/2019
58642,Bronze,16723,O0070,1/17/2019,3250,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16724,O0093,02-09-2019,800,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16725,O0080,3/15/2019,4500,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16726,O0077,3/25/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16727,O0079,02-10-2019,4800,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16728,O0063,2/19/2019,1600,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
58642,Bronze,16729,O0025,3/13/2019,1400,100,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
58642,Bronze,16732,O0017,07-12-2019,1950,150,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
58642,Bronze,16735,O0039,9/14/2019,4000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58642,Bronze,16736,O0038,09-02-2019,1100,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
58642,Bronze,16737,O0024,1/21/2020,3900,300,0,1,Gold,36-45,All,12-01-2019,1/31/2020
58642,Bronze,17360,O0006,7/24/2019,2800,200,1,0,Gold,36-45,40-65,06-01-2019,8/31/2019
58642,Bronze,19106,O0002,8/14/2019,12000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
41601,Bronze,4192,O0052,8/20/2019,4500,250,0,1,Gold,36-45,All,06-01-2019,8/31/2019
41601,Bronze,5832,O0051,7/18/2019,2750,250,1,0,Gold,36-45,All,06-01-2019,8/31/2019
41601,Bronze,7639,O0049,8/14/2019,20000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
41601,Bronze,14956,O0069,2/23/2019,4750,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
41601,Bronze,14957,O0080,1/16/2019,3600,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41601,Bronze,14958,O0079,1/24/2019,4200,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41601,Bronze,14959,O0068,02-11-2019,4000,250,1,0,Gold,36-45,All,01-01-2019,3/31/2019
41601,Bronze,14960,O0094,03-12-2019,650,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
41601,Bronze,14964,O0096,8/16/2019,1000,50,1,0,Bronze,36-45,< 12,07-01-2019,10/31/2019
41601,Bronze,14965,O0016,08-03-2019,2000,100,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
41601,Bronze,14968,O0031,08-06-2019,1600,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
41601,Bronze,14969,O0020,8/20/2019,1500,100,1,0,Bronze,36-45,All,07-01-2019,12/31/2019
41601,Bronze,14971,O0024,1/28/2020,3900,300,0,1,Gold,36-45,All,12-01-2019,1/31/2020
41601,Bronze,15366,O0085,11/26/2019,700,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
41601,Bronze,15882,O0086,12/24/2019,1000,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
41601,Bronze,17773,O0005,6/16/2019,1700,100,1,0,Gold,36-45,All,06-01-2019,8/31/2019
48312,Bronze,2670,O0043,09-12-2019,600,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
48312,Bronze,13348,O0036,06-03-2019,8000,400,1,0,Gold,36-45,All,06-01-2019,8/31/2019
48312,Bronze,13538,O0082,12/21/2019,700,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
48312,Bronze,15407,O0071,1/18/2019,5700,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
48312,Bronze,15408,O0089,2/17/2019,900,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
48312,Bronze,15409,O0079,01-12-2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
48312,Bronze,15410,O0027,1/14/2019,650,50,1,1,Bronze,36-45,All,01-01-2019,5/31/2019
48312,Bronze,15411,O0028,1/23/2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
48312,Bronze,15413,O0016,8/27/2019,2000,100,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
48312,Bronze,15414,O0040,10/21/2019,3400,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
48312,Bronze,15415,O0030,8/30/2019,2000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
48312,Bronze,15418,O0097,12/18/2019,3600,300,1,0,Gold,36-45,< 12,12-01-2019,1/31/2020
46602,Bronze,657,O0042,10-07-2019,650,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
46602,Bronze,2036,O0053,6/19/2019,4500,250,0,1,Gold,36-45,40-65,06-01-2019,8/31/2019
46602,Bronze,4270,O0052,08-11-2019,2500,250,0,1,Gold,36-45,All,06-01-2019,8/31/2019
46602,Bronze,13296,O0036,8/24/2019,6000,400,1,0,Gold,36-45,All,06-01-2019,8/31/2019
46602,Bronze,15233,O0070,01-10-2019,4500,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15234,O0068,3/16/2019,4000,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15235,O0079,1/24/2019,5100,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15236,O0027,2/16/2019,1000,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
46602,Bronze,15237,O0023,01-03-2019,5700,300,0,1,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15238,O0069,1/27/2019,5000,250,0,1,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15239,O0080,01-12-2019,3900,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
46602,Bronze,15242,O0040,10-12-2019,2800,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
46602,Bronze,15243,O0096,7/24/2019,500,50,1,0,Bronze,36-45,< 12,07-01-2019,10/31/2019
46602,Bronze,15245,O0030,07-09-2019,2800,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
46602,Bronze,15783,O0086,11/22/2019,850,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
46602,Bronze,16667,O0087,11/21/2019,500,50,1,0,Bronze,36-45,All,9/15/2019,12/31/2019
54405,Bronze,234,O0042,11-10-2019,1000,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
54405,Bronze,9028,O0046,11-10-2019,600,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
54405,Bronze,15922,O0074,1/30/2019,2000,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
54405,Bronze,15923,O0080,3/18/2019,3000,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
54405,Bronze,15924,O0028,3/31/2019,700,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
54405,Bronze,15925,O0091,1/15/2019,650,50,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
54405,Bronze,15926,O0016,8/28/2019,1600,100,1,0,Bronze,36-45,All,07-01-2019,8/31/2019
54405,Bronze,15927,O0018,7/21/2019,3500,250,1,0,Gold,36-45,All,07-01-2019,8/31/2019
54405,Bronze,15928,O0040,8/28/2019,2000,200,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
54405,Bronze,15930,O0098,10/14/2019,5700,300,1,0,Gold,36-45,< 12,10-01-2019,12/31/2019
54405,Bronze,15932,O0031,08-03-2019,1800,100,1,0,Bronze,36-45,All,07-01-2019,10/31/2019
56277,Bronze,8311,O0049,7/28/2019,16000,4000,1,0,Saphire,36-45,30 - 40,06-01-2019,8/31/2019
56277,Bronze,9017,O0046,10/20/2019,850,50,1,0,Bronze,36-45,All,09-01-2019,10/31/2019
56277,Bronze,16189,O0080,3/29/2019,3300,300,1,0,Gold,36-45,All,01-01-2019,3/31/2019
56277,Bronze,16190,O0027,03-08-2019,800,50,1,0,Bronze,36-45,All,01-01-2019,5/31/2019
56277,Bronze,16191,O0075,03-12-2019,1100,100,1,0,Bronze,36-45,All,01-01-2019,3/31/2019
