,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,OfferId,OfferName,OfferType,Offer Category,OfferContent,Offer Channel,Points_x,ExclusionCategory,BenefitType,Point Type,Program Code,Program Name,ProgramTier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targetted Nationality,Targetted Preference Group,Targetted Type,Targetted Channel,CustomerGender,CustomerCountry,OfferTransactionDate,TransactionAmount,Points_y,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OSD,OED,InvoiceDate
450,29057,61,10,38600,2,3,3,233,8.0,O0033,Earn 30K Bonus miles,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,3000,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-06-01,2019-08-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-07-04,9000,3000,1,0,Saphire,Platinum,20,2019-06-01,2019-08-31,2019-07-04
451,30601,34,4,29800,3,1,2,312,6.0,O0028,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,U,IN,2019-05-06,600,50,1,0,Saphire,Bronze,40,2019-01-01,2019-05-31,2019-05-06
452,30601,34,4,29800,3,1,2,312,6.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-12-29,5700,300,1,0,Saphire,Gold,40,2019-12-01,2020-01-31,2019-12-29
453,30601,34,4,29800,3,1,2,312,6.0,O0033,Earn 30K Bonus miles,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,3000,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-06-01,2019-08-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-08-02,15000,3000,1,0,Saphire,Platinum,40,2019-06-01,2019-08-31,2019-08-02
454,30601,34,4,29800,3,1,2,312,6.0,O0037,Celebrate Summer Sale 40,,Discounts,Save $40/night to all destinations,Social Media,500,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-07-10,8500,500,1,0,Saphire,Platinum,40,2019-06-01,2019-08-31,2019-07-10
455,30614,47,14,56350,3,4,4,344,11.0,O0095,Go Kido,,Offers,Loyalty Offer exclusively for Kids Under 12,Web,50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,M,IN,2019-10-25,900,50,1,0,Bronze,Bronze,34,2019-07-01,2019-10-31,2019-10-25
456,30614,47,14,56350,3,4,4,344,11.0,O0001,Early Access Offer,Accruals ,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-06-01,2019-08-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,M,IN,2019-06-03,750,50,1,0,Bronze,Bronze,34,2019-06-01,2019-08-31,2019-06-03
457,30614,47,14,56350,3,4,4,344,11.0,O0016,Target 10,,Discounts,10% Discount on your next Target Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,M,IN,2019-07-18,1400,100,1,0,Bronze,Bronze,34,2019-07-01,2019-08-31,2019-07-18
458,30614,47,14,56350,3,4,4,344,11.0,O0026,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,,UU,Uber,Cab,US,Individuals,,Social Media,M,IN,2019-03-06,1900,100,1,0,Bronze,Bronze,34,2019-01-01,2019-05-31,2019-03-06
459,30614,47,14,56350,3,4,4,344,11.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-08-12,2000,200,1,0,Bronze,Bronze,34,2019-07-01,2019-10-31,2019-08-12
460,30614,47,14,56350,3,4,4,344,11.0,O0039,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-07-01,2019-10-31,,MM,Marriot,Hotel,US,Individuals,,Web,M,IN,2019-09-13,3200,200,1,0,Bronze,Bronze,34,2019-07-01,2019-10-31,2019-09-13
461,30614,47,14,56350,3,4,4,344,11.0,O0066,Summer Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,,,,,M,IN,2019-02-16,1500,100,1,0,Bronze,Bronze,34,2019-01-01,2019-03-31,2019-02-16
462,30614,47,14,56350,3,4,4,344,11.0,O0103,SeniorFirst Winter 20,,Discounts,Guests' age 65 and older are eligible for  20% discount for select Hotel rooms.,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,M,IN,2019-12-16,3900,300,1,0,Bronze,Gold,34,2019-12-01,2020-01-31,2019-12-16
463,30614,47,14,56350,3,4,4,344,11.0,O0005,Member Only - Early Birds 50,Accruals ,Promotions,Redeem new products listed exclusively for members- First 50,Mobile,100,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Corporates,,Mobile,M,IN,2019-06-20,1900,100,1,0,Bronze,Gold,34,2019-06-01,2019-08-31,2019-06-20
464,30614,47,14,56350,3,4,4,344,11.0,O0008,Member Only - Independence Day,Accruals ,Promotions,Redeem new products listed exclusively for members - Independence day sale,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,M,IN,2019-07-16,4500,300,1,0,Bronze,Gold,34,2019-06-01,2019-08-31,2019-07-16
465,30614,47,14,56350,3,4,4,344,11.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,M,IN,2019-06-13,5400,300,1,0,Bronze,Gold,34,2019-06-01,2019-08-31,2019-06-13
466,30614,47,14,56350,3,4,4,344,11.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-03-03,4500,300,1,0,Bronze,Gold,34,2019-01-01,2019-03-31,2019-03-03
467,30614,47,14,56350,3,4,4,344,11.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-03-20,4500,300,1,0,Bronze,Gold,34,2019-01-01,2019-03-31,2019-03-20
468,30614,47,14,56350,3,4,4,344,11.0,O0049,"4,000 Bonus Points  with AMEx Saphire Card",,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card",Web,4000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,M,IN,2019-07-17,20000,4000,0,1,Bronze,Saphire,34,2019-06-01,2019-08-31,2019-07-17
469,30972,13,17,56750,4,5,4,454,13.0,O0095,Go Kido,,Offers,Loyalty Offer exclusively for Kids Under 12,Web,50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,U,IN,2019-10-12,700,50,0,1,Bronze,Bronze,37,2019-07-01,2019-10-31,2019-10-12
470,30972,13,17,56750,4,5,4,454,13.0,O0017,Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,150,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,U,IN,2019-07-18,2250,150,1,0,Bronze,Bronze,37,2019-07-01,2019-08-31,2019-07-18
471,30972,13,17,56750,4,5,4,454,13.0,O0041, à la carte - Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Web,100,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-03-27,1800,100,1,0,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-27
472,30972,13,17,56750,4,5,4,454,13.0,O0064,Summer Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Target Corp,Retail,,,,,U,IN,2019-03-16,1200,100,0,1,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-16
473,30972,13,17,56750,4,5,4,454,13.0,O0066,Summer Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-03-09,1400,100,1,0,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-09
474,30972,13,17,56750,4,5,4,454,13.0,O0067,Summer Walmart 15,,Discounts,15% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-02-25,1300,100,1,0,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-02-25
475,30972,13,17,56750,4,5,4,454,13.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2020-01-19,5100,300,0,1,Bronze,Gold,37,2019-12-01,2020-01-31,2020-01-19
476,30972,13,17,56750,4,5,4,454,13.0,O0005,Member Only - Early Birds 50,Accruals ,Promotions,Redeem new products listed exclusively for members- First 50,Mobile,100,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Corporates,,Mobile,U,IN,2019-08-16,1300,100,1,0,Bronze,Gold,37,2019-06-01,2019-08-31,2019-08-16
477,30972,13,17,56750,4,5,4,454,13.0,O0007,Member Only - Thanks Giving 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Thanks Giving sale 2020,Mobile,200,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,U,IN,2019-08-12,2200,200,1,0,Bronze,Gold,37,2019-06-01,2019-08-31,2019-08-12
478,30972,13,17,56750,4,5,4,454,13.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,U,IN,2019-07-19,3300,300,1,0,Bronze,Gold,37,2019-06-01,2019-08-31,2019-07-19
479,30972,13,17,56750,4,5,4,454,13.0,O0022,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Web,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,Winter,,,,,,,,2019-07-01,2019-12-31,,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-07-04,3000,300,1,0,Bronze,Gold,37,2019-07-01,2019-12-31,2019-07-04
480,30972,13,17,56750,4,5,4,454,13.0,O0023,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-01-06,4500,300,1,0,Bronze,Gold,37,2019-01-01,2019-03-31,2019-01-06
481,30972,13,17,56750,4,5,4,454,13.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2020-01-09,4200,300,1,0,Bronze,Gold,37,2019-12-01,2020-01-31,2020-01-09
482,30972,13,17,56750,4,5,4,454,13.0,O0036,Celebrate Summer Sale 30,,Discounts,Save $30/night to all destinations,Social Media,400,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-06-27,7200,400,1,0,Bronze,Gold,37,2019-06-01,2019-08-31,2019-06-27
483,30972,13,17,56750,4,5,4,454,13.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-01-14,5100,300,1,0,Bronze,Gold,37,2019-01-01,2019-03-31,2019-01-14
484,30972,13,17,56750,4,5,4,454,13.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-01-30,4200,300,1,0,Bronze,Gold,37,2019-01-01,2019-03-31,2019-01-30
485,30972,13,17,56750,4,5,4,454,13.0,O0002,"40,00 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"40,00 Bonus Points [Highest EVER Bonus]  with AMEx Saphire Card",Web,4000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-07-14,8000,4000,1,0,Bronze,Saphire,37,2019-06-01,2019-08-31,2019-07-14
486,31107,40,15,41800,3,5,3,353,11.0,O0010,Join the world for 50,,Coupons,Create an account gain 50 points,Web,100,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Refer a friend,,,,,,,,,2019-06-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,F,IN,2019-07-23,1600,100,1,0,Bronze,Bronze,29,2019-06-01,2019-08-31,2019-07-23
487,31107,40,15,41800,3,5,3,353,11.0,O0012,Friend-50,,Coupons,Refer a friend earn 50 points,Web,50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-07-01,2019-10-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,F,IN,2019-10-10,650,50,0,1,Bronze,Bronze,29,2019-07-01,2019-10-31,2019-10-10
488,31107,40,15,41800,3,5,3,353,11.0,O0013,$10 off 100 points,Redemption,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-04-01,2019-07-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,F,IN,2019-04-09,1800,100,0,1,Bronze,Bronze,29,2019-04-01,2019-07-31,2019-04-09
489,31107,40,15,41800,3,5,3,353,11.0,O0026,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,,UU,Uber,Cab,US,Individuals,,Social Media,F,IN,2019-03-09,1500,100,1,0,Bronze,Bronze,29,2019-01-01,2019-05-31,2019-03-09
490,31107,40,15,41800,3,5,3,353,11.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,F,IN,2019-07-24,4000,200,1,0,Bronze,Bronze,29,2019-07-01,2019-10-31,2019-07-24
491,31107,40,15,41800,3,5,3,353,11.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,F,IN,2019-08-12,1700,100,1,0,Bronze,Bronze,29,2019-07-01,2019-10-31,2019-08-12
492,31107,40,15,41800,3,5,3,353,11.0,O0035,Celebrate Summer Sale 20,,Discounts,Save $20/night to all destinations,Social Media,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Summer,,,,,2019-07-01,2019-10-31,Air,AM,Americal Airways,Air,US,Individuals,,,F,IN,2019-09-23,1700,100,1,0,Bronze,Bronze,29,2019-07-01,2019-10-31,2019-09-23
493,31107,40,15,41800,3,5,3,353,11.0,O0067,Summer Walmart 15,,Discounts,15% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,,,,,F,IN,2019-03-18,1700,100,1,0,Bronze,Bronze,29,2019-01-01,2019-03-31,2019-03-18
494,31107,40,15,41800,3,5,3,353,11.0,O0053,Member Only - Fun 50 Gold,,Promotions,Redeem new products listed exclusively for Gold members,Mobile,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,MM-O2,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Non Air,LH,Luftansa,Airlines,US,Individuals,,,F,IN,2019-07-29,4250,250,1,0,Bronze,Gold,29,2019-06-01,2019-08-31,2019-07-29
495,31107,40,15,41800,3,5,3,353,11.0,O0005,Member Only - Early Birds 50,Accruals ,Promotions,Redeem new products listed exclusively for members- First 50,Mobile,100,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Corporates,,Mobile,F,IN,2019-06-15,1000,100,1,0,Bronze,Gold,29,2019-06-01,2019-08-31,2019-06-15
496,31107,40,15,41800,3,5,3,353,11.0,O0008,Member Only - Independence Day,Accruals ,Promotions,Redeem new products listed exclusively for members - Independence day sale,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,F,IN,2019-08-15,4200,300,1,0,Bronze,Gold,29,2019-06-01,2019-08-31,2019-08-15
497,31107,40,15,41800,3,5,3,353,11.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,F,IN,2019-07-23,4800,300,1,0,Bronze,Gold,29,2019-06-01,2019-08-31,2019-07-23
498,31107,40,15,41800,3,5,3,353,11.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,F,IN,2019-12-23,4200,300,1,0,Bronze,Gold,29,2019-12-01,2020-01-31,2019-12-23
499,31107,40,15,41800,3,5,3,353,11.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,F,IN,2019-03-11,5400,300,1,0,Bronze,Gold,29,2019-01-01,2019-03-31,2019-03-11
500,31107,40,15,41800,3,5,3,353,11.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,F,IN,2019-02-05,3300,300,1,0,Bronze,Gold,29,2019-01-01,2019-03-31,2019-02-05
501,31605,119,9,38450,1,3,3,133,7.0,O0001,Early Access Offer,Accruals ,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-06-01,2019-08-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,F,IN,2019-07-22,1000,50,1,0,Saphire,Bronze,41,2019-06-01,2019-08-31,2019-07-22
502,31605,119,9,38450,1,3,3,133,7.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,F,IN,2019-03-28,600,50,1,0,Saphire,Bronze,41,2019-01-01,2019-03-31,2019-03-28
503,31605,119,9,38450,1,3,3,133,7.0,O0017,Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,150,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,F,IN,2019-07-30,1950,150,1,0,Saphire,Bronze,41,2019-07-01,2019-08-31,2019-07-30
504,31605,119,9,38450,1,3,3,133,7.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,F,IN,2019-09-27,3800,200,1,0,Saphire,Bronze,41,2019-07-01,2019-10-31,2019-09-27
505,31605,119,9,38450,1,3,3,133,7.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,F,IN,2019-10-05,2200,200,1,0,Saphire,Bronze,41,2019-07-01,2019-10-31,2019-10-05
506,31605,119,9,38450,1,3,3,133,7.0,O0006,Member Only - Spring 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Sprint Sale 2020,Mobile,200,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Individuals,,,F,IN,2019-06-24,2800,200,1,0,Saphire,Gold,41,2019-06-01,2019-08-31,2019-06-24
507,31605,119,9,38450,1,3,3,133,7.0,O0007,Member Only - Thanks Giving 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Thanks Giving sale 2020,Mobile,200,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,,F,IN,2019-07-24,3600,200,1,0,Saphire,Gold,41,2019-06-01,2019-08-31,2019-07-24
508,31605,119,9,38450,1,3,3,133,7.0,O0003," 60,00 Rewards points  with AMEx Platinum Card",Accruals ,Promotions,"Earn 60,000 Membership Rewards points  with AMEx Platinum Card",Web,6000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-P,Credit Card Offer,Summer 2021,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,F,IN,2019-08-25,12000,6000,1,0,Saphire,Platinum,41,2019-06-01,2019-08-31,2019-08-25
509,31605,119,9,38450,1,3,3,133,7.0,O0004,"35,00  Rewards points with AMEx Gold Card",Accruals ,Promotions,"Earn 35,00 Membership Rewards points with AMEx Gold Card",Web,3500,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,F,IN,2019-07-10,10500,3500,1,0,Saphire,Platinum,41,2019-06-01,2019-08-31,2019-07-10
510,32206,40,16,44350,3,5,3,353,11.0,O0010,Join the world for 50,,Coupons,Create an account gain 50 points,Web,100,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Refer a friend,,,,,,,,,2019-06-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,F,IN,2019-07-10,1600,100,1,0,Bronze,Bronze,26,2019-06-01,2019-08-31,2019-07-10
