OfferId,OfferName1,OfferName2,Unnamed: 3,image url construction,Image URL,Offer Type,Offer Category,OfferName3,OfferContent,Offer Channel,miles,Exclusion Category,Benefit Type,Point Type,Program Code,Program Name,Program Tier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targeted Channel,CustomerID,CustomerGender,CustomerCountry,OfferTransactionDate,TransactionAmount,Points,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OfferStartingDate,OfferEndDate
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,60310,U,IN,2019-02-02,3300,300,1,0,Saphire,Gold,33,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,58367,U,IN,2019-01-10,5700,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,54502,F,IN,2019-02-25,5700,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,23999,U,IN,2019-02-14,3900,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,64423,U,IN,2019-02-15,5400,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,62027,U,IN,2019-02-22,3300,300,0,1,Saphire,Gold,30,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,58396,U,IN,2019-03-30,5700,300,1,0,Saphire,Gold,31,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,56268,U,IN,2019-03-31,3300,300,1,0,Saphire,Gold,31,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,23058,U,IN,2019-01-01,5400,300,1,0,Saphire,Gold,31,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,62276,U,IN,2019-01-19,3000,300,1,0,Saphire,Gold,33,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,64199,U,IN,2019-02-06,3300,300,1,0,Saphire,Gold,33,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,63874,U,IN,2019-03-07,6000,300,1,0,Saphire,Gold,34,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,56102,U,IN,2019-03-25,3600,300,1,0,Saphire,Gold,34,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,63727,U,IN,2019-01-06,5100,300,1,0,Saphire,Gold,34,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,64569,U,IN,2019-01-26,6000,300,1,0,Saphire,Gold,34,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,61494,U,IN,2019-03-26,3300,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,13102,F,IN,2019-01-14,4800,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,63527,U,IN,2019-01-21,4500,300,1,0,Saphire,Gold,35,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,58631,U,IN,2019-02-21,4500,300,1,0,Saphire,Gold,39,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,24210,U,IN,2019-01-01,5400,300,1,0,Platinum,Gold,48,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,63235,U,IN,2019-03-10,5400,300,1,0,Saphire,Gold,40,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,60260,U,IN,2019-02-01,5100,300,1,0,Saphire,Gold,42,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,56270,U,IN,2019-03-25,3000,300,1,0,Saphire,Gold,43,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,64947,U,IN,2019-02-03,4200,300,1,0,Saphire,Gold,44,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,61798,U,IN,2019-01-28,3300,300,1,0,Saphire,Gold,45,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,58719,U,IN,2019-03-04,4500,300,1,0,Saphire,Gold,45,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,57667,U,IN,2019-02-12,5100,300,1,0,Saphire,Gold,45,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,56356,U,IN,2019-01-25,5400,300,1,0,Saphire,Gold,46,2019-01-01,2019-03-31
O0023,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0023.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,web,60142,U,IN,2019-03-14,6000,300,1,0,Saphire,Gold,46,2019-01-01,2019-03-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,61160,M,IN,2020-01-22,3600,300,1,0,Bronze,Gold,20,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,31107,F,IN,2019-12-23,4200,300,1,0,Bronze,Gold,29,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,45044,U,IN,2019-12-24,4200,300,1,1,Bronze,Gold,38,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,34413,F,IN,2020-01-15,3300,300,1,0,Bronze,Gold,34,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,56287,U,IN,2019-12-05,3900,300,1,0,Bronze,Gold,35,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,21808,U,IN,2019-12-14,3000,300,1,0,Bronze,Gold,31,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,35810,M,IN,2020-01-12,5100,300,1,0,Bronze,Gold,33,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,48208,U,IN,2020-01-04,5700,300,1,0,Bronze,Gold,33,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,5106,M,IN,2020-01-09,4200,300,1,0,Bronze,Gold,34,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,42340,U,IN,2019-12-23,4500,300,1,0,Bronze,Gold,34,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,30972,U,IN,2020-01-09,4200,300,1,0,Bronze,Gold,37,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,40008,U,IN,2019-12-12,5400,300,1,0,Bronze,Gold,40,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,58635,M,IN,2020-01-21,5100,300,1,0,Bronze,Gold,40,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,58642,M,IN,2020-01-20,3900,300,1,0,Bronze,Gold,40,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,41601,F,IN,2020-01-05,3900,300,1,0,Bronze,Gold,41,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,49413,U,IN,2019-12-13,3600,300,1,0,Bronze,Gold,43,2019-12-01,2020-01-31
O0024,,Redeem your Starbucks Reward,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0024.PNG,Redemption,Redeem,,Gain/Accrue 300 miles and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,web,35002,M,IN,2020-01-18,5700,300,1,0,Bronze,Gold,45,2019-12-01,2020-01-31
