,OfferId,OfferName1,OfferName2,Unnamed: 3,image url construction,Image URL,Offer Type,Offer Category,OfferName3,OfferContent,Offer Channel,miles,Exclusion Category,Benefit Type,Point Type,Program Code,Program Name,Program Tier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targeted Age,Targeted Nationality,Targeted Preference Group,Targeted Gender,Targeted Type,Targeted Tier,Targeted Channel,Targeted Marital Status
48,O0049,,"4,000 Bonus miles  with AmEx Sapphire Card",https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0049.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0049.PNG,,Promotions,,"60,000 Bonus miles [Highest EVER Bonus]  with Chase Sapphire Card",Web,4000.0,,Discounts,Promotional Status Credits,PSC,miles Related Promotions,Sapphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,30 - 40,US,Individuals,All,,Sapphire,Credit Card,Both
49,O0050,," 60,00 Rewards miles  with AmEx Platinum Card",https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0050.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0050.PNG,,Promotions,,"Earn 60,000 Membership Rewards miles  with Chase Platinum Card",Web,6000.0,,Discounts,Promotional Status Credits,PSC,miles Related Promotions,Platinum,,,CCP-P,Credit Card Offer,Summer 2021,May,,,,,,,2019-01-01,2019-03-31,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,,Platinum,Credit Card,All
50,O0051,,"35,000  Rewards miles with AmEx Gold Card",https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0051.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0051.PNG,,Promotions,,"Earn 35,000 Membership Rewards miles with Chase Gold Card",Web,250.0,,Discounts,Promotional Status Credits,PSC,miles Related Promotions,Gold,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,All,US,Individuals,All,,Gold,Credit Card,All
51,O0052,,Member Only FFP - Fun 50,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0052.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0052.PNG,,Promotions,,Redeem new products listed exclusively for FFP members,Mobile,250.0,,Discounts,Promotional Status Credits,PSC,miles Related Promotions,Gold,,,MM-O1,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,LH,Lufthansa,Airlines,All,US,Corporates,All,,Gold,Mobile,All
52,O0053,,Member Only - Fun 50 Gold,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0053.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0053.PNG,,Promotions,,Redeem new products listed exclusively for Gold members,Mobile,250.0,,Discounts,Promotional Status Credits,PSC,miles Related Promotions,Gold,,,MM-O2,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Non Air,LH,Lufthansa,Airlines,40-65,US,Individuals,All,,Gold,,All
53,O0054,,Member Only - Fun 50 Platinum,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0054.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0054.PNG,,Promotions,,Redeem new products listed exclusively for Platinum members ,Mobile,500.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,MM-O3,Member Only Offers,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Non Air,,,,All,,,,,Platinum,,All
54,O0102,HARRODS REWARDS:. 20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,HARRODS REWARDS:,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0102.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0102.PNG,,Discounts,20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-10-01,2019-12-31,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,Web,Single
55,O0056,,Member Only - Fun 50 New,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0056.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0056.PNG,,Promotions,,Redeem new products listed exclusively for New members,Mobile,50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,MM-O5,Member Only Offers,Summer 2022,June,,,,,,,2019-01-01,2019-03-31,Non Air,,,,All,,,,,Bronze,web,All
56,O0110,HARRODS REWARDS:. 20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,HARRODS REWARDS:,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0110.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0110.PNG,,Discounts,20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,20% Discount for new-born baby essentials – everything from clothing to gift sets at Harrods,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-03-01,2019-07-31,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,Web,Single
57,O0111,HAMLEYS REWARDS:. 20% Discount for new-born baby essentials – everything from clothing to gift sets at Hamleys,HAMLEYS REWARDS:,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0111.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0111.PNG,,Discounts,20% Discount for new-born baby essentials – everything from clothing to gift sets at Hamleys,20% Discount for new-born baby essentials – everything from clothing to gift sets at Hamleys,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-03-01,2019-07-31,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,,Gold,Web,Single
58,O0095,Go Kido. Loyalty Offer exclusively for Kids Under 12,Go Kido,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0095.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0095.PNG,,Offers,Loyalty Offer exclusively for Kids Under 12,Loyalty Offer exclusively for Kids Under 12,Web,50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single
59,O0106,Go Kido. Loyalty Offer exclusively for Kids Under 12,Go Kido,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0106.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0106.PNG,,Offers,Loyalty Offer exclusively for Kids Under 12,Loyalty Offer exclusively for Kids Under 12,Web,50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-01-01,2019-03-31,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,,Bronze,Web,Single
60,O0101,GAME REWARD:. 10% Off for every game that you buy,GAME REWARD:,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0101.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0101.PNG,,Discounts,10% Off for every game that you buy,10% Off for every game that you buy,web,300.0,not for below 12 years ,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-10-01,2019-12-31,Non Air,ORX,Oryx,Credit Card,12 -20,US,Kids,All,,Gold,Web,Single
61,O0059,Friend-500. Refer a friend earn 500 miles,Friend-500,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0059.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0059.PNG,,Coupons,Refer a friend earn 500 miles,Refer a friend earn 500 miles,Web,50.0,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,web,All
62,O0063,,Summer Target 10,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0063.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0063.PNG,,Discounts,,10% Discount on your next Target Store Visit,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Target Corp,Retail,All,,,,,Bronze,,All
63,O0064,,Summer Target 15,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0064.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0064.PNG,,Discounts,,15% Discount on your next Target Store Visit,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Target Corp,Retail,All,,,,,Bronze,,All
64,O0065,,Summer Target 25,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0065.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0065.PNG,,Discounts,,25% Discount on spending 100 USD,Web,250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,Non Air,TC,Target Corp,Retail,All,US,Individuals,All,,Gold,web,All
65,O0066,,Summer Walmart 10,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0066.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0066.PNG,,Discounts,,10% Discount on your next Walmart Store Visit,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,All,,,,,Bronze,,All
66,O0067,,Summer Walmart 15,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0067.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0067.PNG,,Discounts,,15% Discount on your next Walmart Store Visit,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,,TC,Walmart Corp,Retail,All,,,,,Bronze,,All
67,O0068,,Summer Walmart 25,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0068.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0068.PNG,,Discounts,,25% Discount on spending 100 USD,Web,250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,Non Air,TC,Walmart Corp,Retail,All,US,Individuals,All,,Gold,web,All
68,O0012,Friend-50. Refer a friend earn 50 miles,Friend-50,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0012.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0012.PNG,,Coupons,Refer a friend earn 50 miles,Refer a friend earn 50 miles,Web,50.0,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-07-01,2019-10-31,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,web,All
69,O0078,Earn 2x miles with ABC. Earn more miles on your purchase when you use your eligible ABC  credit card.,Earn 2x miles with ABC,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0078.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0078.PNG,,miles,Earn more miles on your purchase when you use your eligible ABC  credit card.,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,50.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Bronze,,
70,O0032,"Earn 25k Bonus miles. Earn 25,000 bonus miles on a future vacation to Jamaica.",Earn 25k Bonus miles,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0032.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0032.PNG,,miles,"Earn 25,000 bonus miles on a future vacation to Jamaica.","Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,2500.0,,miles,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Gold,,
71,O0072,,Earn 2x with Chase Sapphire Preferred,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0072.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0072.PNG,,miles,,Earn 2x miles on All Travel and Dining Purchases [$300],Social Media,100.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,AB,Airbnb,Winter 20,Jan,,,Weekend Offers,,,,2019-01-01,2019-03-31,Non Air,AB2,Airbnb,Booking ,All,US,Individuals,All,,Bronze,Social Media,All
72,O0073,,Earn 3x with Chase Sapphire Preferred,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0073.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0073.PNG,,miles,,Earn 3x miles on All Travel and Dining Purchases [$300],Social Media,100.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-03-31,,UU,Uber,Cab,All,US,Individuals,All,,Bronze,Social Media,All
73,O0074,,Earn 2x with Chase Platinum  Preferred,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0074.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0074.PNG,,miles,,Earn 2x miles on All Travel and Dining Purchases [$300],Social Media,100.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,BCLA,Barista Coffee,Winter 22,Jan,,,Weekend Offers,,,,2019-01-01,2019-03-31,,BCLA,Barista Coffee,Eat,All,US,Individuals,All,,Bronze,Social Media,All
74,O0075,,Earn 3x with Chase Platinum Preferred,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0075.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0075.PNG,,miles,,Earn 3x miles on All Travel and Dining Purchases [$300],Social Media,100.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-03-31,Non Air,EXP,Expedia,Booking ,All,US,Individuals,All,,Bronze,Social Media,All
75,O0091,Early Bird 20.  à la carte - 20% discount on early boarding for F&B,Early Bird 20,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0091.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0091.PNG,,Discounts, à la carte - 20% discount on early boarding for F&B, à la carte - 20% discount on early boarding for F&B,Mobile,50.0,,Discounts,,,Frequent Flyer Program,Bronze,,,EB,Early Boarding,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married
76,O0077,,Buy & Earn 2k Miles with ABC,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0077.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0077.PNG,,miles,,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,100.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Bronze,,
77,O0044,Early Bird 10.  à la carte - 10% discount on early boarding for F&B,Early Bird 10,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0044.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0044.PNG,,Discounts, à la carte - 10% discount on early boarding for F&B, à la carte - 10% discount on early boarding for F&B,Web,50.0,,Discounts,,,Frequent Flyer Program,Bronze,,,EB,Early Boarding,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,All,US,Individuals,All,,Bronze,Web,Married
78,O0079,,Earn 50k Bonus miles with ABC,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0079.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0079.PNG,,miles,,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300.0,,miles,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Gold,,
79,O0080,,Earn 300K Bonus miles with ABC,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0080.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0080.PNG,,miles,,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300.0,,miles,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Gold,,
80,O0081,,Earn 5000 Bonus Miles,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0081.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0081.PNG,,miles,,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,Web,5000.0,,miles,,FFP,Frequent Flyer Program,Platinum,,,,,,,,,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,All,US,Individuals,All,,Platinum,,
81,O0048,Early Bird  Offer. New Product that’s not officially Launched,Early Bird  Offer,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0048.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0048.PNG,,Promotions,New Product that’s not officially Launched,New Product that’s not officially Launched,Loyalty Membership,50.0,not for <18 years of age,miles,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,40-65,Europe,Corporates,All,,Bronze,Credit Card,Both
82,O0001,Early Access Offer. New Product that’s not officially Launched,Early Access Offer,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0001.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0001.PNG,Accruals ,Promotions,New Product that’s not officially Launched,New Product that’s not officially Launched,Loyalty Membership,50.0,,miles,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-06-01,2019-08-31,Air,QF,Qantas Airways,,40-65,Europe,Corporates,All,,Bronze,Credit Card,Both
83,O0100,DISNEY MOVIE REWARDS:. 15% discount for signing up for sign up for the Disney movie loyalty cards,DISNEY MOVIE REWARDS:,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0100.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0100.PNG,,Discounts,15% discount for signing up for sign up for the Disney movie loyalty cards,15% discount for signing up for sign up for the Disney movie loyalty cards,web,300.0,Under 18,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-10-01,2019-12-31,Non Air,ORX,Oryx,Credit Card,12 -20,US,Kids,All,,Gold,Web,Single
84,O0114,"Disney- Fall Offer 
Save up to 40% on Rooms at Disney Resort Hotels. Stays on most nights from June 2020 - Dec 2020
Book Through December 2020
Offer Type : Only for Room Bookings","Disney- Fall Offer 
Save up to 40% on Rooms at Disney Resort Hotels",,,,,Discounts,"Stays on most nights from June 2020 - Dec 2020
Book Through December 2020
Offer Type : Only for Room Bookings","Stays on most nights from June 2020 - Dec 2020
Book Through December 2020
Offer Type : Only for Room Bookings",Web,300.0,,Discounts,Rooms,GP,Gold Pass holders,Gold,Gold,Hotels,DRH,Disney Resort Hotels,Fall,,,,,,,,2020-07-01,2020-12-31,Non Air,DIS,Walt Disney Co.,Entertainment,>18,All,All,All,,Gold,Web,All
85,O0086,,Earn10k miles every stay,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0086.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0086.PNG,,miles,,"Book hotels and earn up to 10,000 miles per night on select properties.",Social Media,50.0,,miles,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-09-15,2019-12-31,,MM,Marriot,Hotel,All,US,Individuals,All,,Bronze,Web,Married
86,O0122,Child Ticket Offer at Disney  ( Age 3-9). Enjoy great discounts up to 30%  for child tickets at Disney Theme Parks,Child Ticket Offer at Disney  ( Age 3-9),,,,,Offer,Enjoy great discounts up to 30%  for child tickets at Disney Theme Parks,Enjoy great discounts up to 30%  for child tickets at Disney Theme Parks,All,250.0,,Discounts,Tickets,DPP,Disney Platinum Promotions,Platinum,Platinum,Theme Parks,DRH,Disney Theme Parks,Fall,,,,,,,,2020-09-01,2020-12-31,Non Air,DIS,Walt Disney Co.,Entertainment,>19,All,All,All,,Gold,Web,All
87,O0037,Celebrate Summer Sale 40. Save $40/night to all destinations,Celebrate Summer Sale 40,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0037.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0037.PNG,,Discounts,Save $40/night to all destinations,Save $40/night to all destinations,Social Media,500.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Platinum,,
88,O0036,Celebrate Summer Sale 30. Save $30/night to all destinations,Celebrate Summer Sale 30,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0036.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0036.PNG,,Discounts,Save $30/night to all destinations,Save $30/night to all destinations,Social Media,400.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Gold,,
89,O0035,Celebrate Summer Sale 20. Save $20/night to all destinations,Celebrate Summer Sale 20,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0035.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0035.PNG,,Discounts,Save $20/night to all destinations,Save $20/night to all destinations,Social Media,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Summer,,,,,2019-07-01,2019-10-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Bronze,,
90,O0084,Celebrate Fall Sale 40. Save $40/night to all destinations,Celebrate Fall Sale 40,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0084.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0084.PNG,,Discounts,Save $40/night to all destinations,Save $40/night to all destinations,Social Media,1000.0,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Platinum,,
91,O0083,Celebrate Fall Sale 30. Save $30/night to all destinations,Celebrate Fall Sale 30,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0083.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0083.PNG,,Discounts,Save $30/night to all destinations,Save $30/night to all destinations,Social Media,300.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Gold,,
92,O0082,Celebrate Fall Sale 20. Save $20/night to all destinations,Celebrate Fall Sale 20,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0082.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0082.PNG,,Discounts,Save $20/night to all destinations,Save $20/night to all destinations,Social Media,50.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,American Airways,Air,All,US,Individuals,All,,Bronze,,
93,O0038,35% with Budget. Save up to 35% with Budget,35% with Budget,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0038.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0038.PNG,,Discounts,Save up to 35% with Budget,Save up to 35% with Budget,Web,100.0,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,BJT,Budget,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Non Air,BJT,Budget,Cab,All,US,All,All,,Bronze,Web,All
94,O0061,35% Off 1000 miles. Redeem miles for discounts,35% Off 1000 miles,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0061.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0061.PNG,,Discounts,Redeem miles for discounts,Redeem miles for discounts,Web,100.0,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Bronze,web,All
95,O0062,30$ off 2800 miles. Redeem miles for discounts,30$ off 2800 miles,https://jeswinkv.github.io/per_frame/temp/Discounts,https://jeswinkv.github.io/per_frame/temp/Discounts/O0062.PNG,https://jeswinkv.github.io/per_frame/temp/Discounts/O0062.PNG,,Discounts,Redeem miles for discounts,Redeem miles for discounts,Web,250.0,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,,,,,,,,,2019-06-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,20-30,US,New Subscribers  - Individuals,All,,Gold,web,All
