CustomerID,CustomerGender,CustomerCountry,CustomerAgeSegment,OfferId,OfferTransactionDate,TransactionAmount,Points,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OfferTargetAge,OSD,OED
56314,U,IN,40-65,O0092,2019-01-01,700,50,1,0,B,Bronze,44,All,2019-01-01,2019-03-31
56314,U,IN,40-65,O0019,2019-09-26,1300,100,1,0,B,Bronze,44,All,2019-07-01,2019-12-31
56314,U,IN,40-65,O0026,2019-05-19,1500,100,1,0,B,Bronze,44,All,2019-01-01,2019-05-31
56314,U,IN,40-65,O0031,2019-08-08,1800,100,1,0,B,Bronze,44,All,2019-07-01,2019-10-31
56314,U,IN,40-65,O0038,2019-08-12,1000,100,0,1,B,Bronze,44,All,2019-07-01,2019-10-31
56314,U,IN,40-65,O0075,2019-03-12,1800,100,1,0,B,Bronze,44,All,2019-01-01,2019-03-31
56314,U,IN,40-65,O0040,2019-09-27,3400,200,1,0,B,Bronze,44,All,2019-07-01,2019-10-31
56314,U,IN,40-65,O0006,2019-08-21,2400,200,1,0,B,Gold,44,40-65,2019-06-01,2019-08-31
56314,U,IN,40-65,O0008,2019-06-16,5400,300,1,0,B,Gold,44,All,2019-06-01,2019-08-31
56314,U,IN,40-65,O0079,2019-01-14,5100,300,1,0,B,Gold,44,All,2019-01-01,2019-03-31
56314,U,IN,40-65,O0080,2019-01-27,5400,300,1,0,B,Gold,44,All,2019-01-01,2019-03-31
48207,U,IN,40-65,O0048,2019-03-01,500,50,1,0,B,Bronze,44,40-65,2019-01-01,2019-03-31
48207,U,IN,40-65,O0028,2019-03-10,800,50,1,0,B,Bronze,44,All,2019-01-01,2019-05-31
48207,U,IN,40-65,O0043,2019-09-13,550,50,1,0,B,Bronze,44,All,2019-09-01,2019-10-31
48207,U,IN,40-65,O0082,2019-11-05,650,50,1,0,B,Bronze,44,All,2019-09-15,2019-12-31
48207,U,IN,40-65,O0089,2019-02-17,650,50,1,0,B,Bronze,44,All,2019-01-01,2019-03-31
48207,U,IN,40-65,O0025,2019-02-04,1000,100,1,0,B,Bronze,44,All,2019-01-01,2019-05-31
48207,U,IN,40-65,O0029,2019-07-09,1100,100,1,0,B,Bronze,44,All,2019-07-01,2019-07-31
48207,U,IN,40-65,O0097,2019-12-04,4200,300,0,1,B,Gold,44,< 12,2019-12-01,2020-01-31
48207,U,IN,40-65,O0053,2019-08-23,2750,250,1,0,B,Gold,44,40-65,2019-06-01,2019-08-31
48207,U,IN,40-65,O0069,2019-02-19,3250,250,1,0,B,Gold,44,All,2019-01-01,2019-03-31
48207,U,IN,40-65,O0023,2019-03-11,4500,300,1,0,B,Gold,44,All,2019-01-01,2019-03-31
48207,U,IN,40-65,O0071,2019-01-13,3600,300,1,0,B,Gold,44,All,2019-01-01,2019-03-31
48207,U,IN,40-65,O0079,2019-02-21,4500,300,0,1,B,Gold,44,All,2019-01-01,2019-03-31
41151,M,IN,40-65,O0096,2019-07-11,950,50,0,1,B,Bronze,45,< 12,2019-07-01,2019-10-31
41151,M,IN,40-65,O0001,2019-06-08,650,50,1,0,B,Bronze,45,40-65,2019-06-01,2019-08-31
41151,M,IN,40-65,O0085,2019-09-26,800,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
41151,M,IN,40-65,O0086,2019-10-04,850,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
41151,M,IN,40-65,O0025,2019-04-14,1800,100,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
41151,M,IN,40-65,O0026,2019-03-24,1300,100,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
41151,M,IN,40-65,O0035,2019-08-13,1300,100,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
41151,M,IN,40-65,O0041,2019-02-08,1900,100,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
41151,M,IN,40-65,O0064,2019-01-16,1700,100,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
41151,M,IN,40-65,O0006,2019-06-19,2200,200,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
41151,M,IN,40-65,O0051,2019-06-01,3750,250,1,0,B,Gold,45,All,2019-06-01,2019-08-31
41151,M,IN,40-65,O0068,2019-01-14,4500,250,1,0,B,Gold,45,All,2019-01-01,2019-03-31
41151,M,IN,40-65,O0079,2019-02-25,4800,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
41151,M,IN,40-65,O0080,2019-03-15,3900,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57703,U,IN,40-65,O0095,2019-10-14,500,50,1,0,B,Bronze,45,< 12,2019-07-01,2019-10-31
57703,U,IN,40-65,O0096,2019-08-30,850,50,1,0,B,Bronze,45,< 12,2019-07-01,2019-10-31
57703,U,IN,40-65,O0012,2019-09-15,850,50,0,1,B,Bronze,45,20-30,2019-07-01,2019-10-31
57703,U,IN,40-65,O0027,2019-04-22,850,50,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
57703,U,IN,40-65,O0042,2019-09-30,500,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
57703,U,IN,40-65,O0092,2019-01-31,550,50,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
57703,U,IN,40-65,O0020,2019-07-15,1800,100,1,0,B,Bronze,45,All,2019-07-01,2019-12-31
57703,U,IN,40-65,O0038,2019-10-02,1600,100,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
57703,U,IN,40-65,O0076,2019-02-20,1400,100,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
57703,U,IN,40-65,O0017,2019-08-19,1800,150,1,0,B,Bronze,45,All,2019-07-01,2019-08-31
57703,U,IN,40-65,O0039,2019-07-22,3200,200,0,1,B,Bronze,45,All,2019-07-01,2019-10-31
57703,U,IN,40-65,O0097,2019-12-23,4200,300,1,0,B,Gold,45,< 12,2019-12-01,2020-01-31
57703,U,IN,40-65,O0006,2019-07-05,2200,200,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
57703,U,IN,40-65,O0104,2019-12-02,5100,300,1,0,B,Gold,45,Above 65,2019-12-01,2020-01-31
57703,U,IN,40-65,O0007,2019-06-30,3400,200,1,0,B,Gold,45,All,2019-06-01,2019-08-31
57703,U,IN,40-65,O0068,2019-02-09,5000,250,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57703,U,IN,40-65,O0009,2019-07-31,6000,300,1,0,B,Gold,45,All,2019-06-01,2019-08-31
57703,U,IN,40-65,O0080,2019-03-22,3600,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57703,U,IN,40-65,O0049,2019-06-25,12000,4000,1,0,B,Saphire,45,30 - 40,2019-06-01,2019-08-31
57674,U,IN,40-65,O0001,2019-06-29,500,50,0,1,B,Bronze,45,40-65,2019-06-01,2019-08-31
57674,U,IN,40-65,O0047,2019-09-14,700,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
57674,U,IN,40-65,O0092,2019-02-12,850,50,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0020,2019-08-29,1300,100,1,0,B,Bronze,45,All,2019-07-01,2019-12-31
57674,U,IN,40-65,O0038,2019-09-03,1400,100,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
57674,U,IN,40-65,O0076,2019-03-04,1500,100,0,1,B,Bronze,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0105,2020-01-07,4500,300,1,0,B,Gold,45,Above 65,2019-12-01,2020-01-31
57674,U,IN,40-65,O0018,2019-08-12,5000,250,1,0,B,Gold,45,All,2019-07-01,2019-08-31
57674,U,IN,40-65,O0051,2019-08-08,4750,250,1,0,B,Gold,45,All,2019-06-01,2019-08-31
57674,U,IN,40-65,O0065,2019-01-10,2500,250,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0070,2019-02-25,3250,250,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0022,2019-10-30,4200,300,1,0,B,Gold,45,All,2019-07-01,2019-12-31
57674,U,IN,40-65,O0023,2019-01-22,3900,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0080,2019-02-25,3300,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
57674,U,IN,40-65,O0036,2019-07-28,4400,400,1,0,B,Gold,45,All,2019-06-01,2019-08-31
35002,M,IN,40-65,O0001,2019-07-18,550,50,1,0,B,Bronze,45,40-65,2019-06-01,2019-08-31
35002,M,IN,40-65,O0042,2019-10-25,800,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
35002,M,IN,40-65,O0078,2019-02-19,950,50,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0085,2019-09-18,850,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
35002,M,IN,40-65,O0025,2019-05-22,1900,100,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
35002,M,IN,40-65,O0029,2019-07-29,1900,100,1,0,B,Bronze,45,All,2019-07-01,2019-07-31
35002,M,IN,40-65,O0038,2019-10-20,1700,100,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
35002,M,IN,40-65,O0067,2019-02-07,1200,100,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0030,2019-08-17,2200,200,0,1,B,Bronze,45,All,2019-07-01,2019-10-31
35002,M,IN,40-65,O0053,2019-07-29,4500,250,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
35002,M,IN,40-65,O0104,2020-01-01,4200,300,1,0,B,Gold,45,Above 65,2019-12-01,2020-01-31
35002,M,IN,40-65,O0005,2019-08-11,1900,100,1,0,B,Gold,45,All,2019-06-01,2019-08-31
35002,M,IN,40-65,O0007,2019-08-20,2200,200,1,0,B,Gold,45,All,2019-06-01,2019-08-31
35002,M,IN,40-65,O0051,2019-07-13,5000,250,1,0,B,Gold,45,All,2019-06-01,2019-08-31
35002,M,IN,40-65,O0068,2019-03-24,2500,250,1,0,B,Gold,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0023,2019-03-08,3600,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0024,2020-01-18,5700,300,1,0,B,Gold,45,All,2019-12-01,2020-01-31
35002,M,IN,40-65,O0079,2019-02-02,4800,300,0,1,B,Gold,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0080,2019-01-03,5700,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
35002,M,IN,40-65,O0049,2019-07-16,20000,4000,1,0,B,Saphire,45,30 - 40,2019-06-01,2019-08-31
49116,U,IN,40-65,O0044,2019-10-07,850,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
49116,U,IN,40-65,O0055,2019-01-27,950,50,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
49116,U,IN,40-65,O0082,2019-11-24,550,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
49116,U,IN,40-65,O0086,2019-12-05,550,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
49116,U,IN,40-65,O0089,2019-03-14,850,50,1,0,B,Bronze,45,All,2019-01-01,2019-03-31
49116,U,IN,40-65,O0016,2019-07-28,1200,100,1,0,B,Bronze,45,All,2019-07-01,2019-08-31
49116,U,IN,40-65,O0019,2019-09-01,1900,100,1,0,B,Bronze,45,All,2019-07-01,2019-12-31
49116,U,IN,40-65,O0025,2019-03-27,1400,100,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
49116,U,IN,40-65,O0035,2019-10-06,1900,100,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
49116,U,IN,40-65,O0072,2019-02-21,2000,100,0,1,B,Bronze,45,All,2019-01-01,2019-03-31
49116,U,IN,40-65,O0017,2019-08-13,2100,150,0,1,B,Bronze,45,All,2019-07-01,2019-08-31
49116,U,IN,40-65,O0097,2019-12-21,3600,300,1,0,B,Gold,45,< 12,2019-12-01,2020-01-31
49116,U,IN,40-65,O0053,2019-06-09,4250,250,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
49116,U,IN,40-65,O0005,2019-08-21,1600,100,0,1,B,Gold,45,All,2019-06-01,2019-08-31
49116,U,IN,40-65,O0007,2019-08-06,2000,200,1,0,B,Gold,45,All,2019-06-01,2019-08-31
49116,U,IN,40-65,O0079,2019-03-31,3600,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
33509,F,IN,40-65,O0096,2019-10-14,950,50,1,0,B,Bronze,45,< 12,2019-07-01,2019-10-31
33509,F,IN,40-65,O0048,2019-01-24,600,50,0,1,B,Bronze,45,40-65,2019-01-01,2019-03-31
33509,F,IN,40-65,O0028,2019-04-05,1000,50,1,0,B,Bronze,45,All,2019-01-01,2019-05-31
33509,F,IN,40-65,O0043,2019-09-28,850,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
33509,F,IN,40-65,O0044,2019-10-15,900,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
33509,F,IN,40-65,O0045,2019-10-25,500,50,1,0,B,Bronze,45,All,2019-09-01,2019-10-31
33509,F,IN,40-65,O0046,2019-09-02,950,50,0,1,B,Bronze,45,All,2019-09-01,2019-10-31
33509,F,IN,40-65,O0047,2019-09-18,950,50,0,1,B,Bronze,45,All,2019-09-01,2019-10-31
33509,F,IN,40-65,O0085,2019-12-12,850,50,1,0,B,Bronze,45,All,2019-09-15,2019-12-31
33509,F,IN,40-65,O0030,2019-08-01,3000,200,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
33509,F,IN,40-65,O0039,2019-08-22,3400,200,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
33509,F,IN,40-65,O0040,2019-10-08,3600,200,1,0,B,Bronze,45,All,2019-07-01,2019-10-31
33509,F,IN,40-65,O0006,2019-08-23,3800,200,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
33509,F,IN,40-65,O0053,2019-07-12,3750,250,1,0,B,Gold,45,40-65,2019-06-01,2019-08-31
33509,F,IN,40-65,O0079,2019-03-19,5400,300,0,1,B,Gold,45,All,2019-01-01,2019-03-31
33509,F,IN,40-65,O0080,2019-03-18,5700,300,1,0,B,Gold,45,All,2019-01-01,2019-03-31
33509,F,IN,40-65,O0036,2019-06-09,8000,400,0,1,B,Gold,45,All,2019-06-01,2019-08-31
33509,F,IN,40-65,O0049,2019-08-06,16000,4000,1,0,B,Saphire,45,30 - 40,2019-06-01,2019-08-31
49110,U,IN,40-65,O0096,2019-09-13,750,50,0,1,B,Bronze,46,< 12,2019-07-01,2019-10-31
49110,U,IN,40-65,O0001,2019-07-25,850,50,1,0,B,Bronze,46,40-65,2019-06-01,2019-08-31
49110,U,IN,40-65,O0048,2019-02-07,700,50,1,0,B,Bronze,46,40-65,2019-01-01,2019-03-31
49110,U,IN,40-65,O0027,2019-04-08,650,50,1,0,B,Bronze,46,All,2019-01-01,2019-05-31
49110,U,IN,40-65,O0028,2019-03-12,1000,50,1,0,B,Bronze,46,All,2019-01-01,2019-05-31
49110,U,IN,40-65,O0044,2019-10-03,500,50,1,0,B,Bronze,46,All,2019-09-01,2019-10-31
49110,U,IN,40-65,O0055,2019-01-23,550,50,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
49110,U,IN,40-65,O0082,2019-12-18,1000,50,1,0,B,Bronze,46,All,2019-09-15,2019-12-31
49110,U,IN,40-65,O0089,2019-01-08,750,50,0,1,B,Bronze,46,All,2019-01-01,2019-03-31
49110,U,IN,40-65,O0016,2019-07-28,1200,100,1,0,B,Bronze,46,All,2019-07-01,2019-08-31
49110,U,IN,40-65,O0072,2019-01-15,1800,100,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
49110,U,IN,40-65,O0030,2019-07-11,2600,200,1,0,B,Bronze,46,All,2019-07-01,2019-10-31
49110,U,IN,40-65,O0039,2019-08-03,3800,200,1,0,B,Bronze,46,All,2019-07-01,2019-10-31
49110,U,IN,40-65,O0097,2020-01-18,5400,300,1,0,B,Gold,46,< 12,2019-12-01,2020-01-31
49110,U,IN,40-65,O0006,2019-08-30,2600,200,1,0,B,Gold,46,40-65,2019-06-01,2019-08-31
49110,U,IN,40-65,O0105,2020-01-14,3000,300,1,0,B,Gold,46,Above 65,2019-12-01,2020-01-31
49110,U,IN,40-65,O0079,2019-03-20,5400,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
49110,U,IN,40-65,O0080,2019-02-11,4200,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
49110,U,IN,40-65,O0049,2019-07-14,20000,4000,1,0,B,Saphire,46,30 - 40,2019-06-01,2019-08-31
63404,U,IN,40-65,O0001,2019-08-10,850,50,1,0,B,Bronze,46,40-65,2019-06-01,2019-08-31
63404,U,IN,40-65,O0085,2019-10-27,1000,50,1,0,B,Bronze,46,All,2019-09-15,2019-12-31
63404,U,IN,40-65,O0093,2019-01-14,1000,50,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0035,2019-10-04,1500,100,1,0,B,Bronze,46,All,2019-07-01,2019-10-31
63404,U,IN,40-65,O0063,2019-02-08,1100,100,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0066,2019-01-28,1500,100,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0067,2019-01-18,1100,100,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0077,2019-02-05,1800,100,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0039,2019-07-13,3000,200,1,0,B,Bronze,46,All,2019-07-01,2019-10-31
63404,U,IN,40-65,O0105,2019-12-08,6000,300,1,0,B,Gold,46,Above 65,2019-12-01,2020-01-31
63404,U,IN,40-65,O0007,2019-06-07,3400,200,1,0,B,Gold,46,All,2019-06-01,2019-08-31
63404,U,IN,40-65,O0008,2019-06-18,5400,300,0,1,B,Gold,46,All,2019-06-01,2019-08-31
63404,U,IN,40-65,O0022,2019-08-14,5700,300,1,0,B,Gold,46,All,2019-07-01,2019-12-31
63404,U,IN,40-65,O0023,2019-03-10,4800,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0024,2019-12-27,4500,300,1,0,B,Gold,46,All,2019-12-01,2020-01-31
63404,U,IN,40-65,O0079,2019-01-31,4200,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
63404,U,IN,40-65,O0080,2019-02-04,4800,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
45216,U,IN,40-65,O0001,2019-08-02,750,50,1,0,B,Bronze,46,40-65,2019-06-01,2019-08-31
45216,U,IN,40-65,O0042,2019-09-19,700,50,1,0,B,Bronze,46,All,2019-09-01,2019-10-31
45216,U,IN,40-65,O0086,2019-12-16,850,50,1,0,B,Bronze,46,All,2019-09-15,2019-12-31
45216,U,IN,40-65,O0087,2019-10-24,500,50,1,0,B,Bronze,46,All,2019-09-15,2019-12-31
45216,U,IN,40-65,O0088,2019-01-28,700,50,1,0,B,Bronze,46,All,2019-01-01,2019-03-31
45216,U,IN,40-65,O0026,2019-05-12,1000,100,1,0,B,Bronze,46,All,2019-01-01,2019-05-31
45216,U,IN,40-65,O0017,2019-07-13,2850,150,1,0,B,Bronze,46,All,2019-07-01,2019-08-31
45216,U,IN,40-65,O0040,2019-10-15,3200,200,1,0,B,Bronze,46,All,2019-07-01,2019-10-31
45216,U,IN,40-65,O0053,2019-07-27,3750,250,1,0,B,Gold,46,40-65,2019-06-01,2019-08-31
45216,U,IN,40-65,O0103,2020-01-21,3900,300,1,0,B,Gold,46,Above 65,2019-12-01,2020-01-31
45216,U,IN,40-65,O0018,2019-07-28,2500,250,1,0,B,Gold,46,All,2019-07-01,2019-08-31
45216,U,IN,40-65,O0052,2019-07-07,5000,250,0,1,B,Gold,46,All,2019-06-01,2019-08-31
45216,U,IN,40-65,O0069,2019-01-21,2750,250,1,0,B,Gold,46,All,2019-01-01,2019-03-31
45216,U,IN,40-65,O0070,2019-03-09,4750,250,1,0,B,Gold,46,All,2019-01-01,2019-03-31
45216,U,IN,40-65,O0024,2020-01-11,4500,300,1,0,B,Gold,46,All,2019-12-01,2020-01-31
45216,U,IN,40-65,O0079,2019-02-04,3300,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
45216,U,IN,40-65,O0080,2019-01-25,4500,300,1,0,B,Gold,46,All,2019-01-01,2019-03-31
33717,U,IN,40-65,O0027,2019-05-11,600,50,1,0,B,Bronze,47,All,2019-01-01,2019-05-31
33717,U,IN,40-65,O0085,2019-10-26,550,50,1,0,B,Bronze,47,All,2019-09-15,2019-12-31
33717,U,IN,40-65,O0087,2019-10-04,650,50,1,0,B,Bronze,47,All,2019-09-15,2019-12-31
33717,U,IN,40-65,O0020,2019-07-14,1300,100,1,0,B,Bronze,47,All,2019-07-01,2019-12-31
33717,U,IN,40-65,O0029,2019-07-31,1300,100,1,0,B,Bronze,47,All,2019-07-01,2019-07-31
33717,U,IN,40-65,O0066,2019-02-23,1500,100,1,0,B,Bronze,47,All,2019-01-01,2019-03-31
33717,U,IN,40-65,O0067,2019-01-30,1500,100,1,0,B,Bronze,47,All,2019-01-01,2019-03-31
33717,U,IN,40-65,O0104,2019-12-06,5700,300,1,0,B,Gold,47,Above 65,2019-12-01,2020-01-31
33717,U,IN,40-65,O0005,2019-07-29,1700,100,1,0,B,Gold,47,All,2019-06-01,2019-08-31
33717,U,IN,40-65,O0018,2019-08-28,3750,250,1,0,B,Gold,47,All,2019-07-01,2019-08-31
33717,U,IN,40-65,O0023,2019-02-02,4800,300,1,0,B,Gold,47,All,2019-01-01,2019-03-31
33717,U,IN,40-65,O0024,2020-01-12,3600,300,1,0,B,Gold,47,All,2019-12-01,2020-01-31
33717,U,IN,40-65,O0079,2019-03-07,6000,300,1,0,B,Gold,47,All,2019-01-01,2019-03-31
33717,U,IN,40-65,O0080,2019-03-30,4200,300,1,0,B,Gold,47,All,2019-01-01,2019-03-31
54356,U,IN,40-65,O0027,2019-02-18,1000,50,1,0,B,Bronze,47,All,2019-01-01,2019-05-31
54356,U,IN,40-65,O0045,2019-09-02,600,50,1,0,B,Bronze,47,All,2019-09-01,2019-10-31
54356,U,IN,40-65,O0091,2019-03-24,750,50,1,0,B,Bronze,47,All,2019-01-01,2019-03-31
54356,U,IN,40-65,O0026,2019-02-20,1200,100,1,0,B,Bronze,47,All,2019-01-01,2019-05-31
54356,U,IN,40-65,O0074,2019-02-16,2000,100,1,0,B,Bronze,47,All,2019-01-01,2019-03-31
54356,U,IN,40-65,O0040,2019-08-14,3800,200,1,0,B,Bronze,47,All,2019-07-01,2019-10-31
54356,U,IN,40-65,O0098,2019-12-19,4200,300,1,0,B,Gold,47,< 12,2019-10-01,2019-12-31
54356,U,IN,40-65,O0104,2020-01-31,5100,300,0,1,B,Gold,47,Above 65,2019-12-01,2020-01-31
54356,U,IN,40-65,O0005,2019-08-02,1800,100,1,0,B,Gold,47,All,2019-06-01,2019-08-31
54356,U,IN,40-65,O0018,2019-08-06,5000,250,1,0,B,Gold,47,All,2019-07-01,2019-08-31
54356,U,IN,40-65,O0024,2020-01-24,5700,300,1,0,B,Gold,47,All,2019-12-01,2020-01-31
54356,U,IN,40-65,O0080,2019-02-02,3600,300,1,0,B,Gold,47,All,2019-01-01,2019-03-31
54356,U,IN,40-65,O0036,2019-08-21,5600,400,1,0,B,Gold,47,All,2019-06-01,2019-08-31
59106,U,IN,40-65,O0095,2019-09-26,550,50,1,0,B,Bronze,48,< 12,2019-07-01,2019-10-31
59106,U,IN,40-65,O0096,2019-07-14,800,50,1,0,B,Bronze,48,< 12,2019-07-01,2019-10-31
59106,U,IN,40-65,O0027,2019-03-27,950,50,1,0,B,Bronze,48,All,2019-01-01,2019-05-31
59106,U,IN,40-65,O0093,2019-03-08,900,50,1,0,B,Bronze,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0019,2019-09-11,1400,100,1,0,B,Bronze,48,All,2019-07-01,2019-12-31
59106,U,IN,40-65,O0063,2019-02-22,1300,100,1,0,B,Bronze,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0064,2019-02-01,1500,100,1,0,B,Bronze,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0066,2019-03-21,1300,100,1,0,B,Bronze,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0077,2019-01-21,1100,100,1,0,B,Bronze,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0017,2019-07-28,1500,150,1,0,B,Bronze,48,All,2019-07-01,2019-08-31
59106,U,IN,40-65,O0006,2019-06-25,2200,200,1,0,B,Gold,48,40-65,2019-06-01,2019-08-31
59106,U,IN,40-65,O0021,2019-10-16,1700,100,1,0,B,Gold,48,All,2019-07-01,2019-12-31
59106,U,IN,40-65,O0065,2019-03-14,3750,250,1,0,B,Gold,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0009,2019-08-10,4500,300,1,0,B,Gold,48,All,2019-06-01,2019-08-31
59106,U,IN,40-65,O0023,2019-03-11,4800,300,1,0,B,Gold,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0024,2019-12-10,4500,300,1,0,B,Gold,48,All,2019-12-01,2020-01-31
59106,U,IN,40-65,O0079,2019-01-12,3000,300,1,0,B,Gold,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0080,2019-01-06,4200,300,1,0,B,Gold,48,All,2019-01-01,2019-03-31
59106,U,IN,40-65,O0002,2019-08-14,8000,4000,1,0,B,Saphire,48,30 - 40,2019-06-01,2019-08-31
47802,U,IN,40-65,O0096,2019-08-25,550,50,1,0,B,Bronze,48,< 12,2019-07-01,2019-10-31
47802,U,IN,40-65,O0048,2019-02-26,900,50,1,0,B,Bronze,48,40-65,2019-01-01,2019-03-31
47802,U,IN,40-65,O0027,2019-04-21,1000,50,1,0,B,Bronze,48,All,2019-01-01,2019-05-31
47802,U,IN,40-65,O0042,2019-09-28,700,50,1,0,B,Bronze,48,All,2019-09-01,2019-10-31
47802,U,IN,40-65,O0044,2019-09-11,900,50,1,0,B,Bronze,48,All,2019-09-01,2019-10-31
47802,U,IN,40-65,O0045,2019-10-06,1000,50,1,0,B,Bronze,48,All,2019-09-01,2019-10-31
47802,U,IN,40-65,O0046,2019-10-20,750,50,1,0,B,Bronze,48,All,2019-09-01,2019-10-31
47802,U,IN,40-65,O0047,2019-09-03,600,50,1,0,B,Bronze,48,All,2019-09-01,2019-10-31
47802,U,IN,40-65,O0087,2019-09-24,1000,50,1,0,B,Bronze,48,All,2019-09-15,2019-12-31
47802,U,IN,40-65,O0020,2019-10-21,1700,100,1,0,B,Bronze,48,All,2019-07-01,2019-12-31
47802,U,IN,40-65,O0039,2019-09-02,3600,200,1,0,B,Bronze,48,All,2019-07-01,2019-10-31
47802,U,IN,40-65,O0053,2019-08-31,4750,250,1,0,B,Gold,48,40-65,2019-06-01,2019-08-31
47802,U,IN,40-65,O0005,2019-08-31,1900,100,1,0,B,Gold,48,All,2019-06-01,2019-08-31
47802,U,IN,40-65,O0007,2019-08-09,2200,200,1,0,B,Gold,48,All,2019-06-01,2019-08-31
47802,U,IN,40-65,O0018,2019-08-16,2500,250,1,0,B,Gold,48,All,2019-07-01,2019-08-31
47802,U,IN,40-65,O0070,2019-01-24,4750,250,1,0,B,Gold,48,All,2019-01-01,2019-03-31
47802,U,IN,40-65,O0079,2019-01-23,3300,300,1,0,B,Gold,48,All,2019-01-01,2019-03-31
47802,U,IN,40-65,O0080,2019-03-14,5100,300,1,0,B,Gold,48,All,2019-01-01,2019-03-31
42177,F,IN,40-65,O0096,2019-08-15,900,50,1,0,B,Bronze,48,< 12,2019-07-01,2019-10-31
