"id","customer_id","offer_id","offer_transaction_date","transaction_amount","points","accrual","redemption","customer_tier","offer_tier","target_customer_age_segment","offer_target_age","osd","oed"
4540,"1044","O0218","2/12/2020",88.69,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4541,"1044","O0218","3/3/2020",35.26,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4542,"1044","O0218","3/4/2020",241.5,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4543,"1044","O0217","2/26/2020",60.2,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4544,"1044","O0217","2/26/2020",71.24,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4545,"1044","O0217","2/26/2020",88.69,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4546,"1044","O0217","2/26/2020",71.24,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4547,"1044","O0217","2/26/2020",142.48,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4548,"1044","O0217","2/26/2020",177.74,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4549,"1044","O0217","2/26/2020",60.2,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4550,"1044","O0216","2/26/2020",124.31,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4551,"1044","O0216","3/4/2020",53.43,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4552,"1044","O0215","3/26/2020",89.05,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4553,"1044","O0215","3/26/2020",106.86,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4554,"1044","O0215","3/26/2020",74.09,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4555,"1044","O0215","3/26/2020",32.06,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4556,"1044","O0215","3/26/2020",49.51,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4557,"1044","O0215","3/26/2020",228.32,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4558,"637","O0240","6/9/2020",106.5,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4559,"1044","O0215","3/26/2020",89.05,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4560,"1044","O0215","3/26/2020",45.95,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4561,"1044","O0214","1/3/2020",76.58,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4562,"1044","O0214","1/8/2020",63.76,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4563,"1044","O0214","1/12/2020",177.74,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4564,"1044","O0214","1/15/2020",213.36,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4565,"1044","O0214","1/23/2020",84.78,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4566,"1044","O0214","2/19/2020",71.24,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4567,"1044","O0214","3/7/2020",99.38,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4568,"1044","O0214","3/18/2020",85.49,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4569,"1044","O0214","3/22/2020",28.14,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4570,"1044","O0213","2/17/2020",92.26,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4571,"1044","O0213","2/17/2020",59.84,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4572,"1044","O0213","2/17/2020",178.1,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4573,"1044","O0213","2/17/2020",56.28,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4574,"1044","O0212","1/10/2020",89.05,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4575,"1044","O0212","1/24/2020",71.24,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4576,"1044","O0212","3/28/2020",56.64,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4577,"1044","O0211","1/6/2020",55.21,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4578,"1044","O0211","1/11/2020",35.26,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4579,"1044","O0211","1/21/2020",49.16,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4580,"1044","O0211","1/29/2020",35.62,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4581,"1044","O0211","2/12/2020",70.88,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4582,"1044","O0211","2/13/2020",134.64,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4583,"1044","O0211","2/28/2020",42.74,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4584,"1044","O0211","3/19/2020",581.67,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4585,"1044","O0211","3/22/2020",106.86,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4586,"1044","O0208","1/13/2020",142.12,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4587,"1044","O0208","1/24/2020",97.96,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4588,"637","O0238","5/14/2020",31.35,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4589,"637","O0239","6/4/2020",120.75,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4590,"1044","O0208","2/15/2020",213.36,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4591,"1044","O0208","2/26/2020",62.33,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
4592,"1044","O0203","1/8/2020",99.02,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4593,"1044","O0203","1/10/2020",247.92,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4594,"1044","O0203","2/1/2020",106.5,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4595,"1044","O0203","2/4/2020",89.05,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4596,"1044","O0203","2/11/2020",284.6,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4597,"637","O0236","7/9/2020",65.9,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4598,"637","O0239","6/22/2020",224.41,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4599,"637","O0236","6/10/2020",21.37,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4600,"1044","O0203","2/23/2020",127.88,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4601,"637","O0238","3/14/2020",124.31,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4602,"637","O0129","6/17/2020",65.9,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4603,"637","O0129","4/26/2020",195.55,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4604,"637","O0238","4/9/2020",49.51,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4605,"637","O0239","4/29/2020",106.86,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4606,"1044","O0203","2/26/2020",58.42,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4607,"1044","O0203","3/9/2020",53.43,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4608,"1044","O0203","3/15/2020",203.03,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4609,"1044","O0203","3/25/2020",89.05,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4610,"637","O0129","7/26/2020",35.62,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4611,"1044","O0203","3/29/2020",35.26,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4612,"637","O0236","6/9/2020",124.31,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4613,"1044","O0202","1/2/2020",94.04,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
4614,"637","O0128","4/13/2020",71.24,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4615,"637","O0239","5/22/2020",88.69,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4616,"637","O0120","6/17/2020",131.44,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4617,"637","O0120","6/3/2020",42.39,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4618,"637","O0120","8/22/2020",115.76,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4619,"637","O0120","8/16/2020",95.82,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4620,"637","O0120","6/21/2020",70.88,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4621,"661","O0120","6/17/2020",118.97,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4622,"661","O0120","8/5/2020",53.43,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4623,"637","O0238","5/17/2020",42.39,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4624,"661","O0120","7/3/2020",89.05,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4625,"673","O0120","7/29/2020",131.44,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4626,"637","O0128","5/20/2020",53.07,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4627,"673","O0120","6/19/2020",92.26,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4628,"704","O0120","6/14/2020",62.33,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4629,"747","O0120","6/22/2020",102.94,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4630,"747","O0120","7/20/2020",63.4,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4631,"758","O0120","6/19/2020",59.49,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4632,"764","O0120","6/26/2020",85.13,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4633,"767","O0120","6/30/2020",89.05,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4634,"778","O0120","8/2/2020",7.12,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4635,"841","O0120","8/11/2020",178.1,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4636,"885","O0120","7/24/2020",67.32,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4637,"885","O0120","6/30/2020",38.83,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4638,"890","O0120","6/17/2020",70.88,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4639,"890","O0120","8/17/2020",32.77,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4640,"890","O0120","8/25/2020",106.5,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4641,"890","O0120","8/6/2020",152.81,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4642,"898","O0120","6/16/2020",74.09,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4643,"927","O0120","6/1/2020",106.5,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4644,"927","O0120","7/25/2020",23.15,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4645,"957","O0120","8/16/2020",35.62,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4646,"973","O0120","6/29/2020",71.24,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4647,"997","O0120","8/19/2020",35.62,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4648,"637","O0137","9/11/2020",67.32,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4649,"637","O0221","9/14/2020",71.24,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4650,"1044","O0120","7/25/2020",60.2,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4651,"637","O0131","7/4/2020",53.43,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4652,"637","O0145","7/17/2020",102.94,,1,0,,,"46-55",,"7/1/2020","7/31/2020"
4653,"637","O0127","7/16/2020",53.07,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4654,"1044","O0120","7/21/2020",71.24,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4655,"637","O0130","8/16/2020",95.11,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4656,"637","O0147","9/4/2020",91.9,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4657,"637","O0134","8/11/2020",95.82,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4658,"1044","O0120","6/12/2020",53.43,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4659,"1044","O0120","7/3/2020",35.26,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4660,"1044","O0120","8/4/2020",35.62,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4661,"1044","O0120","7/8/2020",177.74,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4662,"637","O0134","8/8/2020",170.98,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4663,"1044","O0120","7/17/2020",35.62,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4664,"637","O0125","10/1/2020",70.88,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4665,"637","O0237","7/18/2020",87.27,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4666,"1044","O0120","7/17/2020",40.61,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4667,"1044","O0120","8/13/2020",162.43,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4668,"1056","O0120","7/4/2020",70.88,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4669,"1068","O0120","8/11/2020",102.59,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4670,"1082","O0120","8/12/2020",35.62,,0,1,,,"56-70",,"6/1/2020","8/31/2020"
4671,"637","O0239","4/22/2020",45.95,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4672,"1099","O0120","7/15/2020",159.93,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4673,"1129","O0120","6/15/2020",21.02,,0,1,,,"70+",,"6/1/2020","8/31/2020"
4674,"637","O0222","9/5/2020",405.36,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4675,"1129","O0120","6/28/2020",234.38,,0,1,,,"70+",,"6/1/2020","8/31/2020"
4676,"1145","O0120","8/21/2020",61.98,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4677,"1210","O0120","7/22/2020",62.33,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4678,"1291","O0120","7/2/2020",95.11,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4679,"637","O0155","7/16/2020",80.14,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4680,"637","O0157","9/2/2020",74.09,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4681,"637","O0128","4/10/2020",98.67,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4682,"637","O0128","5/20/2020",124.31,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
4683,"637","O0134","8/11/2020",35.62,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4684,"637","O0137","12/29/2020",135,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4685,"637","O0155","10/12/2020",53.43,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4686,"1292","O0120","8/7/2020",71.24,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4687,"1298","O0120","6/25/2020",37.04,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4688,"637","O0131","7/31/2020",148.18,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4689,"637","O0145","7/6/2020",95.82,,1,0,,,"46-55",,"7/1/2020","7/31/2020"
4690,"637","O0237","7/23/2020",71.24,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4691,"1309","O0120","6/2/2020",21.37,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4692,"1375","O0120","7/24/2020",89.05,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4693,"637","O0127","8/24/2020",89.05,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4694,"1385","O0120","6/20/2020",71.24,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4695,"1412","O0120","6/24/2020",35.62,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4696,"1430","O0120","6/25/2020",46.31,,0,1,,,"<13",,"6/1/2020","8/31/2020"
4697,"637","O0126","12/28/2020",63.76,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4698,"637","O0132","7/20/2020",44.52,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4699,"637","O0134","7/11/2020",21.02,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4700,"637","O0130","7/22/2020",106.86,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4701,"637","O0146","10/12/2020",102.94,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4702,"1434","O0120","7/6/2020",59.49,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4703,"637","O0239","5/25/2020",85.13,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
4704,"1491","O0120","6/3/2020",56.64,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4705,"637","O0125","7/17/2020",18.88,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4706,"1543","O0120","7/1/2020",71.24,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4707,"1546","O0120","6/9/2020",102.59,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4708,"1549","O0120","6/18/2020",70.17,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4709,"637","O0145","7/11/2020",106.5,,1,0,,,"46-55",,"7/1/2020","7/31/2020"
4710,"637","O0145","7/14/2020",131.44,,1,0,,,"46-55",,"7/1/2020","7/31/2020"
4711,"637","O0135","9/23/2020",106.5,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4712,"637","O0222","8/14/2020",102.94,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4713,"1555","O0120","7/23/2020",53.07,,0,1,,,"56-70",,"6/1/2020","8/31/2020"
4714,"637","O0136","11/30/2020",73.38,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4715,"637","O0136","8/20/2020",402.15,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4716,"80","O0121","7/9/2020",99.38,,0,1,,,"18-25",,"6/1/2020","8/31/2020"
4717,"637","O0130","7/16/2020",89.05,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4718,"105","O0121","6/19/2020",21.37,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4719,"134","O0121","7/25/2020",63.4,,0,1,,,"70+",,"6/1/2020","8/31/2020"
4720,"162","O0121","7/18/2020",58.42,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4721,"637","O0134","8/19/2020",38.83,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4722,"173","O0121","7/17/2020",49.16,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4723,"194","O0121","6/20/2020",89.05,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4724,"194","O0121","8/30/2020",99.38,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4725,"637","O0125","8/20/2020",37.04,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4726,"195","O0121","7/10/2020",35.62,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4727,"637","O0222","7/19/2020",61.98,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4728,"637","O0146","8/22/2020",49.51,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4729,"226","O0121","7/1/2020",149.25,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4730,"637","O0132","8/5/2020",77.65,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4731,"238","O0121","8/18/2020",124.31,,0,1,,,"70+",,"6/1/2020","8/31/2020"
4732,"637","O0130","8/29/2020",105.08,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4733,"637","O0131","7/7/2020",95.82,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4734,"274","O0121","7/27/2020",53.07,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4735,"274","O0121","7/21/2020",142.48,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4736,"283","O0121","8/31/2020",40.61,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4737,"324","O0121","6/10/2020",117.19,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4738,"637","O0138","8/24/2020",114.7,,0,1,,,"46-55",,"7/1/2020","12/31/2020"
4739,"637","O0133","8/29/2020",81.57,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4740,"328","O0121","7/30/2020",71.24,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4741,"637","O0133","7/22/2020",35.62,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4742,"637","O0133","8/15/2020",111.49,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4743,"637","O0146","8/4/2020",71.24,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4744,"637","O0221","7/2/2020",53.43,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4745,"637","O0146","7/20/2020",106.5,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4746,"637","O0130","8/1/2020",88.69,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4747,"637","O0136","9/21/2020",35.62,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4748,"637","O0146","9/29/2020",87.63,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4749,"637","O0157","8/15/2020",102.94,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4750,"370","O0121","6/1/2020",35.62,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4751,"387","O0121","7/7/2020",71.24,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4752,"412","O0121","7/7/2020",53.43,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4753,"637","O0134","7/11/2020",42.03,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4754,"637","O0137","10/12/2020",85.13,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4755,"426","O0121","7/7/2020",42.74,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4756,"637","O0132","8/4/2020",142.12,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4757,"451","O0121","7/7/2020",142.48,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4758,"452","O0121","7/7/2020",73.38,,0,1,,,"36-45",,"6/1/2020","8/31/2020"
4759,"460","O0121","7/7/2020",178.1,,0,1,,,"70+",,"6/1/2020","8/31/2020"
4760,"469","O0121","7/7/2020",59.13,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4761,"637","O0130","7/19/2020",142.12,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4762,"637","O0130","8/19/2020",51.65,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
4763,"515","O0121","7/7/2020",71.24,,0,1,,,"26-35",,"6/1/2020","8/31/2020"
4764,"637","O0221","7/2/2020",38.83,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4765,"637","O0133","8/8/2020",117.19,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
4766,"528","O0121","7/7/2020",99.38,,0,1,,,"46-55",,"6/1/2020","8/31/2020"
4767,"805","O0204","12/30/2020",89.05,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4768,"848","O0204","12/4/2020",88.69,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4769,"863","O0204","12/3/2020",178.1,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4770,"885","O0204","12/15/2020",106.5,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4771,"890","O0204","11/15/2020",47.73,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4772,"637","O0137","7/1/2020",111.13,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4773,"637","O0156","10/17/2020",85.13,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4774,"637","O0135","11/9/2020",35.62,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4775,"890","O0204","9/18/2020",315.24,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4776,"890","O0204","12/22/2020",43.46,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4777,"890","O0204","10/9/2020",45.95,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4778,"898","O0204","11/12/2020",13.18,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4779,"637","O0221","9/18/2020",53.43,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4780,"914","O0204","10/9/2020",59.49,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4781,"637","O0137","11/24/2020",152.81,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4782,"637","O0221","10/3/2020",63.76,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4783,"927","O0204","9/28/2020",280.33,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4784,"934","O0204","10/22/2020",163.5,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4785,"637","O0135","10/10/2020",44.52,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4786,"637","O0221","8/3/2020",102.94,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4787,"964","O0204","11/10/2020",89.05,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4788,"1044","O0204","11/13/2020",35.62,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4789,"637","O0135","9/7/2020",88.69,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4790,"637","O0136","12/25/2020",191.64,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4791,"1044","O0204","11/26/2020",53.43,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4792,"1044","O0204","12/18/2020",120.4,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4793,"1044","O0204","10/23/2020",71.24,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4794,"1044","O0204","12/17/2020",44.52,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4795,"1044","O0204","10/18/2020",71.24,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4796,"637","O0222","10/21/2020",95.46,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4797,"1044","O0204","10/30/2020",48.8,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4798,"1044","O0204","10/17/2020",63.4,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4799,"1055","O0204","12/4/2020",88.69,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4800,"637","O0221","10/26/2020",49.51,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4801,"637","O0155","7/4/2020",152.81,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4802,"1076","O0204","9/21/2020",146.75,,1,0,,,"18-25",,"9/15/2020","12/31/2020"
4803,"1079","O0204","10/9/2020",106.86,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4804,"637","O0222","7/31/2020",111.13,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
4805,"1129","O0204","12/7/2020",72.66,,1,0,,,"70+",,"9/15/2020","12/31/2020"
4806,"1129","O0204","10/11/2020",81.57,,1,0,,,"70+",,"9/15/2020","12/31/2020"
4807,"1170","O0204","12/3/2020",53.07,,1,0,,,"36-45",,"9/15/2020","12/31/2020"
4808,"1225","O0204","11/10/2020",206.24,,1,0,,,"56-70",,"9/15/2020","12/31/2020"
4809,"1225","O0204","11/9/2020",127.88,,1,0,,,"56-70",,"9/15/2020","12/31/2020"
4810,"637","O0127","9/2/2020",127.88,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
4811,"1240","O0204","11/3/2020",106.5,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4812,"1260","O0204","12/18/2020",56.28,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4813,"1261","O0204","12/8/2020",168.13,,1,0,,,"26-35",,"9/15/2020","12/31/2020"
4814,"1263","O0204","11/10/2020",177.74,,1,0,,,"46-55",,"9/15/2020","12/31/2020"
4815,"637","O0222","8/28/2020",142.12,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
